"Compound ChEMBL ID","Name",SMILES
"CHEMBL6068050","EMESTEDASTAT","O=C(c1csc(-c2cn[nH]c2)c1)N1[C@@H]2CC[C@H]1C[C@](O)(c1ncccn1)C2"
"CHEMBL6068030","PUDAFENSINE","COc1cc2ccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)cc2oc1=O"
"CHEMBL5314495","ZELASUDIL","Cn1nc(-c2ccc(C(=O)NCC(F)F)cc2)nc1Nc1ccc2[nH]ncc2c1C1CC1"
"CHEMBL287677","DEXFADROSTAT","C14H13N3"
"CHEMBL42583","SAMPATRILAT","C26H40N4O9S"
"CHEMBL544862","BICIFADINE HYDROCHLORIDE","C12H16ClN"
"CHEMBL4594249","TECHNETIUM TC 99M TROFOLASTAT",""
"CHEMBL4594621","TECHNETIUM  TROFOLASTAT",""
"CHEMBL2109218","PERTUSSIS IMMUNE GLOBULIN",""
"CHEMBL296588","PEPSTATIN","CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C"
"CHEMBL1983865","RISARESTAT","CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC"
"CHEMBL9440","METESIND","CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2"
"CHEMBL6068051","EVATEGREL","COC(=O)[C@H](c1ccccc1Cl)N1CC[C@@H](SCOC(=O)OC(C)C)/C(=C\C(=O)O)C1"
"CHEMBL536282","NEPICASTAT HYDROCHLORIDE","Cl.NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1"
"CHEMBL5095247","EXARAFENIB HYDROCHLORIDE","Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1.Cl"
"CHEMBL2106480","VARDENAFIL DIHYDROCHLORIDE","CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.Cl.Cl"
"CHEMBL3544920","FILANESIB HYDROCHLORIDE","CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1.Cl"
"CHEMBL269455","IMIRESTAT","O=C1NC(=O)C2(N1)c1cc(F)ccc1-c1ccc(F)cc12"
"CHEMBL3137334","LUMINESPIB MESYLATE","CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1.CS(=O)(=O)O.O"
"CHEMBL35084","CANDOXATRIL","C29H41NO7"
"CHEMBL2105911","BAQUILOPRIM","Cc1cc(Cc2cnc(N)nc2N)c2cccnc2c1N(C)C"
"CHEMBL4297225","EDICOTINIB HYDROCHLORIDE","CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1.Cl"
"CHEMBL535834","AZALANSTAT DIHYDROCHLORIDE","Cl.Cl.Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1"
"CHEMBL4640580","EPAMINURAD","O=C(c1cc(Br)c(O)c(Br)c1)N1CCOc2ccncc21"
"CHEMBL2111119","LOMETRALINE","COc1ccc(Cl)c2c1CCCC2N(C)C"
"CHEMBL107747","GEMOPATRILAT","CC1(C)CCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O"
"CHEMBL325695","FASIDOTRIL","CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1"
"CHEMBL1201365","RAMIPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21"
"CHEMBL4066193","ATINVICITINIB","COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc(F)n1"
"CHEMBL3934885","FRILUGLANSTAT","COCc1nc2c(C(=O)Nc3cccc(Cl)c3C)cc(NC(=O)c3ccccc3C(F)(F)F)cc2[nH]1"
"CHEMBL2105502","SORAPRAZAN","COCCO[C@@H]1c2ccn3c(C)c(C)nc3c2N[C@H](c2ccccc2)[C@H]1O"
"CHEMBL300337","ENALKIREN","COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1"
"CHEMBL28196","ISBOGREL","O=C(O)CCCC/C=C(/c1ccccc1)c1cccnc1"
"CHEMBL296602","INDATRALINE","CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21"
"CHEMBL417975","SEZOLAMIDE","CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21"
"CHEMBL558198","RAZAXABAN HYDROCHLORIDE","CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.Cl"
"CHEMBL206335","RAZAXABAN","CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1"
"CHEMBL2107579","BINIZOLAST","CCCn1c(=O)c2ccccc2n2c(CN3CCCCC3)nnc12"
"CHEMBL3989734","CEFIVITRIL","Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1"
"CHEMBL1788368","TAMETRALINE HYDROCHLORIDE","C17H20ClN"
"CHEMBL1733","QUINAPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O"
"CHEMBL4795907","DARIZMETINIB","CCCS(=O)(=O)Nc1c(F)ccc(C(=O)c2n[nH]c3ncc(-c4ccncc4)cc23)c1F"
"CHEMBL2104845","ONTAZOLAST","Cc1ccc2oc(N[C@@H](CC3CCCCC3)c3ccccn3)nc2c1"
"CHEMBL10413","ZENARESTAT","O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21"
"CHEMBL2105508","SULFATROZOLE","CCOc1nsnc1NS(=O)(=O)c1ccc(N)cc1"
"CHEMBL203665","RELACATIB","CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O"
"CHEMBL8706","CLORGILINE","C#CCN(C)CCCOc1ccc(Cl)cc1Cl"
"CHEMBL3989450","ZABICIPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O"
"CHEMBL2105586","VINCANTRIL","O=C1CCC2NCCc3c2n1c1ccc(Cl)cc31"
"CHEMBL2105234","MINAMESTANE","C[C@]12C=CC(=O)C(N)=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12"
"CHEMBL3989930","OLMUTINIB HYDROCHLORIDE","C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1.Cl.Cl"
"CHEMBL6068322","ATECEGATRAN","N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](O)c2cc(Cl)cc(OC(F)F)c2)cc1"
"CHEMBL2104330","IDRAPRIL","CN(CC(=O)NO)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O"
"CHEMBL2108254","ARDACIN",""
"CHEMBL2104947","PAMICOGREL","CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1"
"CHEMBL283656","DAZMEGREL","C16H17N3O2"
"CHEMBL261932","TANOMASTAT","O=C(C[C@H](CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1"
"CHEMBL13134","PALINAVIR","CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL3039500","GOLVATINIB TARTRATE","CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1.O=C(O)C(O)C(O)C(=O)O"
"CHEMBL2364622","PEVONEDISTAT HYDROCHLORIDE","Cl.NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O"
"CHEMBL2218882","FINROZOLE","N#Cc1ccc(C(C(O)Cc2ccc(F)cc2)n2cncn2)cc1"
"CHEMBL5314516","EMIDURDAR","O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1"
"CHEMBL5314450","XININURAD","CCc1nc2ncc(F)cn2c1C(=O)c1cc(Br)c(O)c(Br)c1"
"CHEMBL2105678","BALAPIRAVIR HYDROCHLORIDE","CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C.Cl"
"CHEMBL23811","QUAZOLAST","COC(=O)c1nc2cc(Cl)c3cccnc3c2o1"
"CHEMBL3989835","ZINOSTATIN","CN[C@H]1[C@@H](O[C@@H]2/C3=C/C#C[C@H]4O[C@@]4([C@@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)c2c(C)ccc3c(C)cc(OC)cc23)O[C@H](C)[C@H](O)[C@@H]1O"
"CHEMBL2103936","TIPRANAVIR DISODIUM","CCC[C@@]1(CCc2ccccc2)CC([O-])=C([C@H](CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1.[Na+].[Na+]"
"CHEMBL2109039","IMMUNE GLOBULIN INTRAVENOUS PENTETATE",""
"CHEMBL2364627","RALIMETINIB MESYLATE","CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21.CS(=O)(=O)O.CS(=O)(=O)O"
"CHEMBL5314522","IRPAGRATINIB","C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(F)c(OC)cc(OC)c3F)nc(N3CC(C)(OC)C3)c2n1"
"CHEMBL2105685","AMUVATINIB HYDROCHLORIDE","Cl.S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1"
"CHEMBL2108349","TIPRELESTAT",""
"CHEMBL293743","FENLEUTON","CC(C#Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O"
"CHEMBL121810","GANSTIGMINE","CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C"
"CHEMBL1256946","AMIPRILOSE HYDROCHLORIDE","CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO.Cl"
"CHEMBL223824","MOZENAVIR","Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1"
"CHEMBL1965985","MIVOBULIN ISETHIONATE","CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2.O=S(=O)(O)CCO"
"CHEMBL3545187","VERDINEXOR","O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1ccccn1"
"CHEMBL2105677","SARACATINIB DIFUMARATE","CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O"
"CHEMBL3991122","EUPROCIN","C25H35NO2"
"CHEMBL53538","LODENAFIL","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)nc12"
"CHEMBL2106281","ECLAZOLAST","CCOCCOC(=O)c1nc2cc(Cl)ccc2o1"
"CHEMBL3544915","FALDAPREVIR SODIUM","C40H48BrN6NaO9S"
"CHEMBL2107322","CEVIPABULIN FUMARATE","CNCCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2N[C@@H](C)C(F)(F)F)c(F)c1.O.O.O=C(O)/C=C/C(=O)O"
"CHEMBL2105595","LIAROZOLE FUMARATE","Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1.O=C(O)/C=C/C(=O)O"
"CHEMBL3707221","VOLIXIBAT POTASSIUM","CCCC[C@]1(CC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2cccc(NC(=O)N[C@@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](OCc4ccccc4)[C@H]3O)c2)[C@H]1O.[K+]"
"CHEMBL10372","ZOPOLRESTAT","C19H12F3N3O3S"
"CHEMBL25892","FRESELESTAT","CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1"
"CHEMBL3989666","SEPRILOSE","CCCCCCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO"
"CHEMBL414","CARZENIDE","NS(=O)(=O)c1ccc(C(=O)O)cc1"
"CHEMBL4297222","NAZARTINIB MESYLATE","CS(=O)(=O)O.Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1.O.O.O"
"CHEMBL2105742","VOLASERTIB TRIHYDROCHLORIDE","CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C.Cl.Cl.Cl"
"CHEMBL2105679","VARLITINIB TOSYLATE","C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL3989889","TIMCODAR DIMESYLATE","COc1cc(C(=O)C(=O)N(C)[C@@H](Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC.CS(=O)(=O)O.CS(=O)(=O)O"
"CHEMBL4297162","MUPARFOSTAT SODIUM",""
"CHEMBL2105015","LIAROZOLE HYDROCHLORIDE","Cl.Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1"
"CHEMBL2219410","RECILISIB SODIUM","O=C([O-])c1ccc(/C=C/S(=O)(=O)Cc2ccc(Cl)cc2)cc1.[Na+]"
"CHEMBL2218880","CRILVASTATIN","CC1CC(OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1"
"CHEMBL3545364","GEPOTIDACIN MESYLATE","CS(=O)(=O)O.O.O.O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1"
"CHEMBL3989942","LANABECESTAT CAMSYLATE","CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1.CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2"
"CHEMBL3989607","DROXINAVIR HYDROCHLORIDE","CNCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CCC(C)C)C(=O)NC(C)(C)C)C(C)(C)C.Cl"
"CHEMBL2105674","DILMAPIMOD TOSYLATE","Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL3545124","VEROSUDIL HYDROCHLORIDE","CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1.Cl"
"CHEMBL5314784","UMEDAPTANIB PEGOL",""
"CHEMBL2105727","ABEXINOSTAT HYDROCHLORIDE","CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12.Cl"
"CHEMBL24955","BEXLOSTERIDE","CN1C(=O)CC[C@@H]2c3ccc(Cl)cc3CC[C@H]21"
"CHEMBL3989681","BARIXIBAT","O=C(CCCCCCCCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)Nc1ccccc1[C@@H](Nc1ccccn1)[C@H](c1ccccn1)[C@H](O)c1ccccc1"
"CHEMBL4098877","MLi-2","C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1"
"CHEMBL2107228","SOLIMASTAT","CO[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C"
"CHEMBL494760","ORMETOPRIM","COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC"
"CHEMBL2105855","ELDACIMIBE","CCCCCCN(Cc1ccc(CC(C)(C)C)cc1)C(Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)=C1C(=O)OC(C)(C)OC1=O"
"CHEMBL1243298","QUILOSTIGMINE","CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12"
"CHEMBL430554","LIBENZAPRIL","NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O"
"CHEMBL2105197","MOVELTIPRIL","C[C@H](CSC(=O)[C@@H](C)NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)O"
"CHEMBL75013","ZANAPEZIL","O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2"
"CHEMBL2105901","AZAPROCIN","CCC(=O)N1C2CCC1CN(C/C=C\c1ccccc1)C2"
"CHEMBL2106751","FOSAMPRENAVIR SODIUM","CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Na+].[Na+]"
"CHEMBL2347651","ISPINESIB MESYLATE","CS(=O)(=O)O.Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1"
"CHEMBL4646510","COFROGLIPTIN","CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2"
"CHEMBL324954","EFEGATRAN SULFATE","CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCNC(=N)N.O=S(=O)(O)O"
"CHEMBL272342","EFIPLADIB","O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1"
"CHEMBL4127030",'"ADAFOSBUVIR 5''-TRIPHOSPHATE"',"C[C@]1(O)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O"
"CHEMBL3989664","NAPSAGATRAN","N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1.O"
"CHEMBL3989650","SULBACTAM BENZATHINE","C32H42N4O10S2"
"CHEMBL2105697","VERUBULIN HYDROCHLORIDE","COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1.Cl"
"CHEMBL5314514","DASMINAPANT","CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)c2cccc(S(=O)(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)CCN2C1=O"
"CHEMBL2104380","CIPROKIREN","CC(C)(C(=O)N1CCOCC1)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1"
"CHEMBL32039","TETROXOPRIM","COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC"
"CHEMBL73622","BROBACTAM","CC1(C)S[C@@H]2[C@H](Br)C(=O)N2[C@H]1C(=O)O"
"CHEMBL114715","INOGATRAN","N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O"
"CHEMBL287257","DICLOFENSINE","COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1"
"CHEMBL2105776","ZOFENOPRIL CALCIUM","C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].[Ca+2]"
"CHEMBL2105703","LATREPIRDINE DIHYDROCHLORIDE","Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1.Cl.Cl"
"CHEMBL293299","ADITOPRIM","COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C"
"CHEMBL2104968","FOSDEVIRINE","CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12"
"CHEMBL2107344","GOXALAPLADIB","COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(CCc3cccc(F)c3F)cc(=O)c3cccnc32)CC1"
"CHEMBL3301575","NECUPARANIB SODIUM",""
"CHEMBL2104622","CAMONAGREL","O=C(O)C1CCc2cc(OCCn3ccnc3)ccc21"
"CHEMBL1790497","DITEKIREN","CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1"
"CHEMBL73193","FIDEXABAN","CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1"
"CHEMBL38120","TAMETRALINE","C17H19N"
"CHEMBL1233800","MIVOBULIN","CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2"
"CHEMBL3989670","SIBOPIRDINE","O.c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2"
"CHEMBL3039506","DACTOLISIB TOSYLATE","Cc1ccc(S(=O)(=O)O)cc1.Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21"
"CHEMBL1316321","AMIPRILOSE","CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO"
"CHEMBL1201387","TRANDOLAPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21"
"CHEMBL182319","TALTOBULIN","CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1"
"CHEMBL2105645","ICLAPRIM MESYLATE","COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2.CS(=O)(=O)O"
"CHEMBL2104720","NICOGRELATE","CCCCCC(/C=C/n1ccnc1)OC(=O)c1cccnc1"
"CHEMBL2108346","DISITERTIDE",""
"CHEMBL6068045","BREXANOLONE CAPRILCERBATE","CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CC(C)CC(=O)OCOC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1"
"CHEMBL2104528","OCTAMOXIN","CCCCCCC(C)NN"
"CHEMBL2107131","PENTOPRIL","CCOC(=O)[C@H](C)C[C@@H](C)C(=O)N1c2ccccc2C[C@H]1C(=O)O"
"CHEMBL2104578","CILAZAPRILAT","O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O"
"CHEMBL1189780","NAFAGREL","O=C(O)c1ccc2c(c1)CCC(Cn1ccnc1)C2"
"CHEMBL3989448","TOLAFENTRINE","COc1cc2c(cc1OC)[C@H]1CN(C)CC[C@H]1N=C2c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1"
"CHEMBL6068211","ZOFENOPRILAT ARGININE","C21H33N5O5S2"
"CHEMBL1908306","EFLUCIMIBE","CCCCCCCCCCCCS[C@H](C(=O)Nc1cc(C)c(O)c(C)c1C)c1ccccc1"
"CHEMBL2368199","GLENVASTATIN","CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1"
"CHEMBL2103775","ALACEPRIL","CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O"
"CHEMBL2107064","ROLAFAGREL","O=C(O)c1ccc2c(c1)C=C(n1ccnc1)CC2"
"CHEMBL1201405","MOEXIPRILAT","COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2"
"CHEMBL581","FOSINOPRILAT","0.12"
"CHEMBL1201368","PERINDOPRILAT","CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O"
"CHEMBL48092","PIRMAGREL","O=C(O)CCCCCc1cccc2cncn12"
"CHEMBL4297193","NEMIRALISIB SUCCINATE","CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1.CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1.O=C(O)CCC(=O)O"
"CHEMBL342372","UTIBAPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O"
"CHEMBL423875","SULBACTAM PIVOXIL","C14H21NO7S"
"CHEMBL481122","MOCETINOSTAT DIHYDROBROMIDE","Br.Br.Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1"
"CHEMBL113841","ZANKIREN","CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1"
"CHEMBL4297675","RALANITEN ACETATE","CC(=O)OC[C@H](COc1ccc(C(C)(C)c2ccc(OC[C@@H](CCl)OC(C)=O)cc2)cc1)OC(C)=O"
"CHEMBL4594534","COM-701",""
"CHEMBL3989427","EUPROCIN HYDROCHLORIDE","CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cccc2ccc(OCCC(C)C)cc12.Cl.Cl"
"CHEMBL277592","ITAZIGREL","C18H14F3NO2S"
"CHEMBL28636","DERACOXIB","COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F"
