PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
20,312358940,118714520,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)NC2=CC=CC(=C2)C(=O)N,Unspecified,,,,Inhibition,=,23,%
21,312358941,118714521,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)NC2=CC=C(C=C2)C(=O)N,Unspecified,,,,Inhibition,=,17.9,%
22,312358942,118714522,C#CCC(C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1,Unspecified,,,,Inhibition,=,14.3,%
23,312358943,118714523,C1CCN(C(C1)C(=O)N)C(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,12.1,%
24,312358944,118714524,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CN=CC=C2)C(=O)N,Unspecified,,,,Inhibition,=,12.5,%
25,312358945,118714525,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CC=CC=N2)C(=O)N,Unspecified,,,,Inhibition,=,9.8,%
26,312358946,118714526,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)N,Unspecified,,,,Inhibition,=,21.3,%
27,312358947,118714527,C1=CC=C(C=C1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC2=CC=C(C=C2)C#N)C(=O)N,Unspecified,,,,Inhibition,=,15.9,%
28,312358948,118714528,C1CCC(CC1)C[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,19.1,%
29,312358949,118714529,C1CCC(CC1)C(C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C2=CC=CC=C2,Unspecified,,,,Inhibition,=,12.1,%
30,312358950,118714530,CC(C)C[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1,Unspecified,,,,Inhibition,=,18.4,%
31,312358951,118714531,CC[C@H](C)[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1,Unspecified,,,,Inhibition,=,14.9,%
32,312358952,118714532,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1)O,Unspecified,,,,Inhibition,=,16.5,%
33,312358953,118714533,CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=CC=C1,Unspecified,,,,Inhibition,=,18.3,%
34,312358954,118714534,C1CC1NC(=O)/C(=C/C2=CC=C(C=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)NC(C3=CC=CC=C3)C(=O)N)/C#N,Unspecified,,,,Inhibition,=,90.2,%
35,312358955,118714535,C1CCC(C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C4=CC=CC=C4)C(=O)N)/SC2=O,Unspecified,,,,Inhibition,=,98.4,%
36,312358956,118714536,C1CC1NC(=O)/C(=C/C2=CC=C(C=C2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N3CC4=CC=CC=C4CC3C(=O)N)/C#N,Unspecified,,,,Inhibition,=,38.3,%
37,312358957,118714537,C1CCC(C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N4CC5=CC=CC=C5CC4C(=O)N)/SC2=O,Unspecified,,,,Inhibition,=,49.4,%
38,312358958,118714538,CC(C)(C)[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2CC2,Unspecified,,,,Inhibition,=,26.7,%
39,312358959,118714539,CC(C)(C)[C@@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)C3CCCC3,Unspecified,,,,Inhibition,=,28,%
