PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
24,440187101,155552584,CC1=C(NC2=C(C1=O)C=CC=C2F)C3=CC=C(C=C3)CC4=CC=C(C=C4)SC(F)(F)F,Unspecified,,,,Activity,>,50,%
25,440187966,155552941,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)CC4=CC=C(C=C4)S(=O)(=O)C(F)(F)F,Unspecified,,,,Activity,>,50,%
26,440188892,155553295,CC1=C(NC2=C(C1=O)C=C(C=C2)F)C3=CC=C(C=C3)CC4=CC=C(C=C4)SC(F)(F)F,Unspecified,,,,Activity,>,50,%
27,440194813,148711024,CCNC1=CC=C(C=C1)OC2=C(C=C(C=C2)C3=C(C(=O)C4=C(N3)C=CC=C4F)C)F,Unspecified,,,,Activity,>,50,%
28,440196310,155556214,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)COC4=CC=C(C=C4)SC(F)(F)F,Unspecified,,,,Activity,>,50,%
29,440199974,155557723,CCN(CCC1(N=N1)CCC#C)C2=CC=C(C=C2)OC3=C(C=C(C=C3)C4=C(C(=O)C5=C(N4)C=CC=C5F)C)F,Unspecified,,,,Activity,>,50,%
30,440206902,146840839,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)CC4=CC=C(C=C4)C(C)(C(F)(F)F)O,Unspecified,,,,Activity,>,50,%
31,440209776,155561560,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC(=C(C=C3)OC4=CC=C(C=C4)N5CCNCC5)F,Unspecified,,,,Activity,>,50,%
32,440215567,146825934,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)CC4=CC=C(C=C4)C(C(F)(F)F)O,Unspecified,,,,Activity,>,50,%
33,440222272,147914117,CCCN(CC)C1=CC=C(C=C1)OC2=C(C=C(C=C2)C3=C(C(=O)C4=C(N3)C=CC=C4F)C)F,Unspecified,,,,Activity,>,50,%
34,440226679,155568236,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)CNC(=O)C4=CC=C(C=C4)SC(F)(F)F,Unspecified,,,,Activity,>,50,%
35,440226701,155568245,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)OCCN4CCCCC4,Unspecified,,,,Activity,>,50,%
36,440229229,155569270,CC1=C(NC2=C(C1=O)C(=CC=C2)F)C3=CC=C(C=C3)CC4=CC=C(C=C4)S(=O)C(F)(F)F,Unspecified,,,,Activity,>,50,%
