PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
71,469821480,164625423,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC5=CC=CC=C5C=C4,Unspecified,,,,Inhibition,=,71,%,
72,469822619,164626046,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)C(=O)N)N,Unspecified,,,,Inhibition,=,33,%,
73,469822620,164626047,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CC(=O)N,Unspecified,,,,Inhibition,=,47,%,
74,469823347,164626332,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)O)C(=O)NCC2=CC=C(C=C2)C(=O)N,Unspecified,,,,Inhibition,<=,10,%,
75,469823726,164626506,CCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,Unspecified,,,,Inhibition,=,38,%,
76,469824294,164626812,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C5=CC=CC=C5,Unspecified,,,,Inhibition,=,79,%,
77,469824818,164627069,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)CN,Unspecified,,,,Inhibition,=,24,%,
78,469825109,164627197,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)OC5=CC=CC=C5,Unspecified,,,,Inhibition,=,82,%,
79,469825432,164627355,C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)N[C@@H](C3=CC=C(C=C3)OCC4=C(C=CC=C4Cl)Cl)C(=O)NC5=CC=CC(=C5)C(=O)N,Unspecified,,,,Inhibition,=,71,%,
80,469825641,164627515,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCCC3=CC=C(C=C3)C(=O)N,Unspecified,,,,Inhibition,=,62,%,
81,469825996,164627679,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)N3CCC(CC3)C(=O)NC4=CC=CC=C4,Unspecified,,,,Inhibition,=,35,%,
82,469826062,164627724,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)C(F)(F)F)C(=O)NCC2=CC=C(C=C2)C(=O)N,Unspecified,,,,Inhibition,=,31,%,
83,469826078,164627736,CCCCCC(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,Unspecified,,,,Inhibition,=,66,%,
84,469826931,164628159,CCCCCC(=O)N[C@@H](C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)C(=O)N,Unspecified,,,,Inhibition,=,15,%,
85,469827159,164628327,CCCCCC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,Unspecified,,,,Inhibition,=,35,%,
86,469828822,164629090,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)C(=O)N)NC(=O)C4=CC=C(C=C4)C5=CC=CO5,Unspecified,,,,Inhibition,=,76,%,
87,469829007,164629219,CCCCCCCS(=O)(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N,Unspecified,,,,Inhibition,=,47,%,
