PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
2188,17515359,5061954,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NC(=NS3)C4=CC=CC=C4Cl,Inactive,1,,,0.51,2.72
2189,17512694,1975262,C1=CC=C2C(=C1)C=NN(C2=O)CC3=NNC(=S)N3C4=CC(=CC(=C4)Cl)Cl,Inactive,0,,,0,0
2190,17512644,910610,CC(C)OC(=O)/C=C/C1=CC(=C(C=C1)OC(=O)OC)OC(=O)OC,Inactive,0,,,0,0
2191,17512877,921587,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=C(C=C4)F,Inactive,0,,,0.23,0
2192,17505636,6172639,CC1=CC(=CC=C1)OCC(=O)NC2=NN=C(S2)/C=C/C3=CC=C(C=C3)OC,Inactive,4,,,9.35,9.31
2193,17505644,5932398,CC(C)CN1C2=CC=CC=C2N=C1/C=C/C3=CC=CO3,Inactive,0,,,0,0
2194,22406097,2078980,CC1=C(C(=NC=C1Cl)NC(=O)COC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3)Cl,Inactive,0,,,0,0
2195,17433698,873963,CC1=CC(=C(C=C1)C2=CC(=NO2)C3=CC=CC=C3)O,Inactive,0,,,0.66,0
2196,22406625,2353470,CC1=C(C=CC(=C1)Br)SCC(=O)OCC(=O)NC2=CC=CC=C2C#N,Inactive,0,,,0,0
2197,22406562,2389804,CCOC(=O)/C(=C/C1=CN(N=C1C2=CC=CC=C2)CCC(=O)O)/C#N,Inactive,0,,,0,0
2198,22406355,2715540,CN(CC(=O)NC1=CC=C(C=C1)Cl)C(=O)/C=C/C2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,0.81,0
2199,22406826,1203284,CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,0,,,0,0.05
2200,22406179,15945124,CN(CC1=CC=CC=C1F)CC(=O)NC2=CC=CC=C2OC3=CC=CC=C3.C(=O)(C(=O)O)O,Inactive,1,,,3.12,2.09
2201,17512868,2842220,CC12CCCCC1N(C(=O)C(=O)N2O)O,Inactive,0,,,0.5,0.83
2202,17513303,1985179,CCC[C@H](C(=O)OC1=CC2=C(C=C1)C3=C(CCC3)C(=O)O2)NS(=O)(=O)C4=CC=C(C=C4)C,Inactive,0,,,0,0
2203,17512705,919993,CC1=C2C(=CC=C1)C(=CN2)CCNC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,0,0
2204,17517347,2535580,CN(CC(=O)NC1=CC=C(C=C1)C#N)CC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,1.05,0
2205,17512573,5185720,COC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)OC,Inactive,0,,,0,0
2206,17432014,2185557,CN\1C2=CC3=C(C=C2S/C1=C/C(=O)C4=CC=C(C=C4)OC)OCO3,Inactive,0,,,0,0
2207,22406828,2337901,C1CC2=CC=CC=C2N(C1)C(=O)COC(=O)COC3=CC=C(C=C3)Cl,Inactive,0,,,0,0
2208,17512847,2851590,CON1C2CCCCCC2N(C(=O)C1=O)OC,Inactive,0,,,0.96,0.56
2209,17512884,1903170,CC1(C(N(C(=O)C(=O)N1OC)OC)(C)C)C,Inactive,0,,,0,0
2210,22406670,2389784,CCOC(=O)/C(=C/C1=CN(N=C1C2=CC=C(C=C2)Cl)CCC(=O)O)/C#N,Inactive,0,,,0.97,0.26
2211,22406061,2316223,CC1=NN(C(=C1)NC(=O)C2=CC=C(C=C2)Cl)CCOC(=O)C3=CC=C(C=C3)Cl,Inactive,3,,,7.56,4.39
2212,22405980,2358443,C1=CC=C(C=C1)C[C@@H](C(=O)OCC(=O)NC2=C(C=CC=C2Cl)Cl)NC(=O)C3=CC=CS3,Inactive,0,,,0.78,0
2213,17512835,6413477,CC1=CC=C(C=C1)C2=NC(=C(N=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,2,,,2.67,5.1
2214,17505025,2005948,COC1=CC=CC(=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)OC(=O)C=C3,Inactive,2,,,0,5.15
2215,17512706,1858295,CCCCOC(=O)/C=C/C1=CC(=C(C=C1)OC(=O)OC)OC(=O)OC,Inactive,0,,,0,0
2216,17505691,135429728,CCC(C)N1C(=C(C(=O)NC1=S)/C=N/NC2=CC=CC=C2)O,Inactive,0,,,0,0
2217,22406144,4879229,CCC1=CC=CC(=C1NC(=O)CN2C3=CC=CC=C3N=C2NCCO)C,Inactive,0,,,0,1.08
2218,22405966,4328043,C1CN(CCN1CC(COCC2=CC=CS2)O)C3=CC=CC=C3Cl,Inactive,0,,,0,0.97
2219,22406110,1584915,CCN(CC)C(=S)SCC(=O)C1=C(NC2=CC=CC=C21)C,Inactive,0,,,0,0
2220,22406260,4692784,C1CCN(CC1)C2=C(C=C(C=C2)C(=O)NC3=NC4=C(S3)C5=CC=CC=C5C=C4)[N+](=O)[O-],Active,8,,,7.16,19.25
2221,17512870,2729826,C1CCC2C(C1)N(C(=O)C(=O)N2O)O,Inactive,0,,,0,0
2222,17512575,5515127,CC1=CC=C(C=C1)N2C(=O)C3=C(NC2=S)N=C4CC(OCC4=C3)(C)C,Inactive,0,,,0,0
2223,17432073,1653161,COC1=CC=CC=C1C(=O)NNC(=S)NC(=O)C2=CC=CO2,Inactive,1,,,0,1.48
2224,22406440,3320895,C1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)O)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC(=C(C=C4)F)F,Inactive,2,,,2.83,5.08
2225,22406369,2337950,C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)COC(=O)CC3=CSC=C3,Inactive,0,,,0,0
2226,22405935,1548692,COC1=CC=C(C=C1)C2=CC(=NC(=C2C#N)SCC(=O)C3=CC=CS3)C4CC4,Inactive,1,,,1.27,3.37
2227,17512588,917077,CC(C)CC1=CSC(=C1C(=O)O)NC(=O)C2=CC=C(C=C2)F,Inactive,1,,,2.36,1.71
2228,17505660,1424303,CC1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)OC)SCC4=CC=C(C=C4)[N+](=O)[O-],Inactive,5,,,10.03,12.91
2229,17432074,3865418,CC(C)(C)C1=CC(=C(C=C1)OCC(=O)NNC(=S)NC(=O)C2=CC=CC=C2[N+](=O)[O-])Br,Inactive,2,,,4.4,2.69
2230,17432230,790976,CC1=C(C=C(C=C1)C(=O)NC2=CC=C3CCC4=C3C2=CC=C4)[N+](=O)[O-],Inactive,0,,,0,1.09
2231,22405210,2554025,CN(C)C1=CC=C(C=C1)NC(=O)COC(=O)CN2C3=CC=CC=C3N=N2,Inactive,1,,,1.56,0
2232,17513819,6097332,CCOC(=O)/C=C\1/C(=O)OC2=CC=CC=C2N1,Inactive,1,,,3.07,1.45
2233,17432364,765100,C1CC1C2=NC(=C(C(=C2)C3=CC=CC=C3)C#N)SCC(=O)O,Inactive,1,,,2.92,0.02
2234,17432602,1068812,CCOC(=O)CSC1=C(C(=CC(=N1)C2CC2)C3=CC=C(C=C3)Cl)C#N,Inactive,0,,,0.53,0.73
2235,22406608,4240383,COC1=CC=CC=C1NS(=O)(=O)C2=CC(=C(C=C2)NN=C3CCCC3)[N+](=O)[O-],Inactive,1,,,3.07,1.45
2236,22406471,2460639,COC1=CC(=C(C=C1)NC(=O)COC(=O)C2=CC(=C(C=C2)OCC3=C(C=C(C=C3)Cl)Cl)OC)OC,Inactive,2,,,4.67,3.45
2237,17514199,5133646,CCN(CC)C(=O)CC(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)F,Inactive,0,,,1.09,0.4
2238,17517203,2374101,CN1C(=C(C(=O)N(C1=O)C)C(=O)C2=C(C=C(C=C2)F)F)N,Inactive,0,,,0,0
2239,17514158,1585699,COC(=O)N(C1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,1,,,0.6,1.79
2240,22410903,2402375,CC1=CC(=C(C(=C1)C)C2=CSC(=N2)NC(=O)C3=NNC(=O)C4=CC=CC=C43)C,Inactive,2,,,0.7,4.01
2241,22410568,2673923,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/C3=CC=CO3,Inactive,0,,,0,0
2242,17514202,2012042,C1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)C(=O)/C(=C/C4=CC=NC=C4)/O3,Inactive,1,,,0.44,1.81
2243,17517466,4238082,CCOC1=C(C=CC(=C1)C(=O)OCC(=O)NC2=NC=C(C(=C2Cl)C)Cl)OCC(=O)N3CCOCC3,Inactive,0,,,0,0.17
2244,17505911,1139447,CC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl,Inactive,1,,,0.28,1.39
2245,17504287,1115921,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)CCN4C(=O)C5=CC=CC=C5C4=O,Inactive,2,,,4.75,4.04
2246,17432590,1377195,C1CN(CCC1CC2=CC=CC=C2)CC3=CC=CC=C3Cl,Inactive,0,,,0,0
2247,22410759,15945391,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)C3=CC4=C(S3)CCCC4,Inactive,0,,,1.24,0
2248,22410703,8001967,CC1=CC(=C(C=C1)NC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-])C,Inactive,2,,,2.01,5.79
2249,22405209,4885212,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC3=CC(=C(C=C3)F)[N+](=O)[O-])NC(=O)C4=CC=CS4,Inactive,4,,,8.43,10.45
2250,17512420,1971958,CC1=CC=C(C=C1)N(CC2=CC3=CC=CC=C3NC2=O)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,0.57,0.17
2251,22406058,2308471,C1CC1C2=NC(=C(C(=C2)C3=CC=C(C=C3)F)C#N)SCC(=O)C4=CC=CS4,Inactive,0,,,0,0
2252,17514041,5131158,CC1(C2CCCC1C2S(=O)(=O)C3=CC=CC=C3)Br,Inactive,0,,,1.1,0.29
2253,22410360,4660601,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCCCCC3,Inactive,0,,,0,0
2254,22410437,4811318,CC1=CC=C(C=C1)CNC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],Inactive,1,,,1.54,0.04
2255,22410692,2317140,COC1=CC=C(C=C1)OCCNS(=O)(=O)CC2=CC=CC=C2,Inactive,1,,,0.42,2.13
2256,17513974,3723106,CC1=CC=CC=C1C(CC(=O)C2=CC=CS2)C(C#N)C#N,Inactive,0,,,0,0
2257,17514152,1920722,CCOC(=O)C(=O)NNC1=CC=C(C=C1)C,Inactive,0,,,0,0
2258,22410587,4819188,CCC1=CC=C(C=C1)C(=O)CSC2=NC3=C(N2CC)C=CC(=C3)S(=O)(=O)N4CCOCC4,Inactive,0,,,0.3,0
2259,22410693,4830581,CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)CSC3=NC4=CC=CC=C4O3,Inactive,1,,,0.98,2.52
2260,22410526,4875135,CN(CC(=O)NC1=CC=C(C=C1)Cl)C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)[N+](=O)[O-],Active,8,,,5.71,20.34
2261,22410715,8100181,CC1=C(C=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)OC)O)OC)[N+](=O)[O-],Inactive,0,,,0,0
2262,17512260,4209877,CC1=CC(=C[N+](=C1)C2=NC3=CC=CC=C3N=C2N=S(=O)(C4=CC=CS4)[O-])C,Inactive,0,,,0,0
2263,17516657,2501665,C1CCC(CC1)NC(=O)NC(=O)COC(=O)C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,0,0.24
2264,17514153,1100365,CN(C1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2OC)(C3=CC=CC=C3OC)O,Inactive,0,,,0,0
2265,17514159,1634708,CCOC(=O)N(C1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,1,,,1.65,3.55
2266,17505022,1829455,C1=CC(=CC=C1/C=C/C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)Br,Inactive,0,,,0,0
2267,22410780,4128964,COC1=CC=CC=C1NC(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Inactive,1,,,0.19,1.4
2268,22410732,2531282,C1=CC(=CC=C1CCNC(=O)CSC2=CC=C(C=C2)Cl)S(=O)(=O)N,Inactive,0,,,0,0
2269,22407151,2609888,CC(=O)C1=CC(=C(C=C1)OC)CSC2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4,Inactive,1,,,0.77,2.66
2270,22406718,3865136,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)CCl,Inactive,0,,,0,0
2271,17514180,3518672,COC1=CC=C(C=C1)CC2=NN3C=NC4=C(C3=N2)C(C5=C(O4)C=CC6=CC=CC=C65)C7=CC(=C(C=C7)OC)OC,Inactive,0,,,0,0
2272,17517241,4664265,CC1=NC(=C(C=C1)OCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl)[N+](=O)[O-],Inactive,0,,,0,0
2273,17513817,3749028,CCCCC(CCCC)(C(=O)NN(C1=CC=CC=C1)C(=O)OCC)O,Inactive,2,,,1.65,3.89
2274,17504574,821003,C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)NC3=NC4=CC=CC=C4S3,Inactive,2,,,0,4.9
2275,17505344,3138377,CCCCCC(=O)NC(=S)NNC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,2,,,3.88,2.33
2276,22410781,7759053,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)NC(=O)/C=C/C3=CC=CO3,Inactive,5,,,12.81,9.07
2277,22404508,4642443,CN(C)C1=CC=CC(=C1)C(=O)OC(C2=CC=CC=C2)C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Br,Inactive,0,,,0.78,0.77
2278,22405197,4779511,C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)[N+](=O)[O-],Inactive,0,,,1.18,0.96
2279,17517351,2496156,CC1=CC=C(N1C2=CC=C(C=C2)C(=O)OCC(=O)NC(=O)NC)C,Inactive,1,,,1.68,0.97
2280,17517325,6272597,CC1=C(C=C(C=C1)NC(=O)COC(=O)/C=C/C2=CC(=CC=C2)Cl)S(=O)(=O)N3CCOCC3,Inactive,0,,,0,0.14
2281,17514100,12005769,C1=CC=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)CSC(=[NH2+])N.[Br-],Inactive,0,,,0,0
2282,22410919,8100182,CC1=C(C=C(C=C1)C(=O)/C=C/C2=CC(=C(C=C2)OC)O)[N+](=O)[O-],Inactive,0,,,0,0
2283,22410617,4801220,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)CSC3=CC4=C(C=C3)OCCO4,Inactive,1,,,0.46,1.35
2284,17503788,2892798,COC(=O)C1=CC(=CC(=C1)NS(=O)(=O)C2=CC(=C(C=C2)N3CCOCC3)N)C(=O)OC,Inactive,0,,,0,0
2285,17432603,5338258,C1=CC=C2C(=C1)C=CC=C2/C=C/C(=O)C3=CC=NC=C3,Inactive,0,,,0,0
2286,22405201,4885093,CC1=C(C=C(C=C1)SC2=C(C=CC=N2)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC)C,Inactive,1,,,0.69,3.56
2287,22406504,3953019,CC1=C(C=C(C=C1)NC(=O)COC(=O)CCC(=O)C2=CC=C(C=C2)Cl)S(=O)(=O)N(C)C,Inactive,0,,,0.04,0
2288,17513806,135517140,C1=CC=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)CSC4=NC5=CC=CC=C5C(=O)N4,Inactive,1,,,0,1.41
2289,17517399,2498860,CC1=CC(=C(N1CC2=CC=CC=C2)C)C3=CSC(=N3)NC(=O)C4=CC=CC=C4C(F)(F)F,Inactive,1,,,3.1,3.73
2290,17514047,4020365,COC1=C(C=C(C=C1)C2C3=C(C4=CC=CC=C4C=C3)OC5=C2C(=N)N(C=N5)CC6=CC=CO6)OC,Inactive,0,,,0,0
2291,17513965,4919628,CC(C)CC1=NN=C(S1)NC(=O)CCC(=O)NC2CCCC3=CC=CC=C23,Inactive,0,,,0,0.85
2292,17514892,7120750,CC(=O)C1=CC(=CC=C1)NC(=O)C2=C(SC(=C2)Cl)Cl,Inactive,0,,,0,0
2293,17515354,7080190,C1=CC(=CC(=C1)NC(=O)C2=CC=CS2)C3=CN4C=CC=NC4=N3,Inactive,0,,,0,0
2294,17432616,2170905,CCCCCC(=O)NNC(=O)NC1=CC=CC=C1,Inactive,0,,,0,0
2295,17432614,5720071,CC1=C(C=C2CCCCC2=N1)C(=O)/C=C/C3=CC=CC=C3Cl,Inactive,0,,,0,0
2296,17432315,792348,C1CCCN(CCC1)CC2=CC=C(C=C2)Cl,Inactive,0,,,0,0
2297,17515489,12006050,CC1=C(C=C(C=C1)S(=O)(=O)C2C3CC(N(C2=O)C)(OC4=CC=CC=C34)C)C,Inactive,1,,,2.25,1.23
2298,17514939,4601471,CCSC1=NN=C(S1)NC(=O)CSC2=NN=C(O2)CNC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0,,,0,0
2299,17514186,1996694,COC1=CC=CC=C1C(=O)OC2=CC3=C(C=C2)C(=O)/C(=C/C4=CC=NC=C4)/O3,Inactive,0,,,0,0.43
2300,17515235,4610344,CCOC1=CC=C(C=C1)N2C=CN=C2SCC(=O)N3CCCC4=CC=CC=C43,Inactive,0,,,0.98,0
2301,17515360,7120749,CC1=C(C(=CC=C1)NC(=O)C2=C(SC(=C2)Cl)Cl)C,Inactive,1,,,2.37,0.82
2302,17515255,2134169,CC1=CC2=C(C=C1)N=C(C=C2C3=CC=CC=C3)C4=CC(=CC=C4)NS(=O)(=O)C,Active,12,,,19.18,30.09
2303,17514594,4277351,CCNC1=NC2=NN=C(N2C(=N1)NCC)SC(C)C(=O)C3=CC=C(C=C3)C,Inactive,0,,,0,0.75
2304,17515411,12006031,CC12CC(C(C(=O)N1)S(=O)(=O)C3=CC=C(C=C3)F)C4=C(O2)C=CC(=C4)OC,Inactive,0,,,0,0.38
2305,17515382,12006022,CCN(CC)C(=O)CN1C2=C(SC(=S)N2C3=CC=CC=C3C1=O)C4=CC=CC(=C4)C,Inactive,0,,,0,0
2306,17515592,5640523,CCOC1=CC2=C(C(=CN=C2C=C1)S(=O)(=O)C3=CC=C(C=C3)C)N4CCC5(CC4)OCCO5,Inactive,0,,,0.62,0.56
2307,17515171,4253233,CC1=C(C=C(C=C1)C(=O)NC2=NN=C(O2)C3=CC=CO3)C,Inactive,0,,,0,0
2308,17513821,95230,CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,0,,,0,0
2309,17515350,3493315,COC1=CC=CC(=C1)N2C=CN=C2SCC(=O)N3CCCC4=CC=CC=C43,Inactive,0,,,0,0.2
2310,17515231,4686330,C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=NN=C(O3)C4=CC=CO4,Inactive,0,,,0,0
2311,17432600,689422,C1=CC=C2C(=C1)NC(=N2)SCC3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,0.19,0.24
2312,17515419,7120056,CC1=CC=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)NC2=S,Inactive,0,,,0.4,0
2313,17515435,2144782,COC1=CC(=C(C=C1)NC(=O)C2=C(N=C(S2)N3CCOCC3)C4=CC=CC=C4)OC,Inactive,3,,,5.07,7.85
2314,17515683,4184793,CCC(=O)NC1=NN=C(O1)C2=CC=CC=N2,Inactive,0,,,0.64,0
2315,17515788,2150445,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC=CC=C4)OC5=CC=CC=C53,Inactive,1,,,2.27,0.23
2316,17514147,3617623,CC(C)CC1=NN=C(S1)NC(=O)CCC(=O)N2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,1,,,0.08,1.55
2317,17432229,792447,CC1=NC2=CC=CC=C2N1C(=O)C3=CC=CC=C3[N+](=O)[O-],Inactive,0,,,0.49,0.19
2318,17514767,4460664,C1=CC2=NC(=C(N2C=C1)NC(=O)COC3=CC=C(C=C3)Cl)C4=CC=CS4,Inactive,1,,,0,2.41
2319,17515242,7100785,C1CCC(CC1)C(=O)NC2=NN=C(O2)C3=CC=NC=C3,Inactive,0,,,0,0.29
2320,17514104,3663463,CC1=CC=C(O1)C(C2=CC=C(C=C2)Cl)C3=CC(=C(C=C3)OC)OC,Inactive,0,,,0,0
2321,17515243,6286507,CC1=CC(=C(C=C1)C)NC(=O)C2CCCN2/C=C/C(=O)C(F)(F)F,Inactive,0,,,1.15,0.73
2322,22407252,3582901,C1CC(C2=CC=CC=C2C1)NC(=O)CSC3=NC4=CC=CC=C4S3,Inactive,1,,,0,1.55
2323,17432508,750361,CC1=NC(=CN1C2=CC=C(C=C2)N)[N+](=O)[O-],Inactive,0,,,0,0
2324,17515457,7120055,CC1=C(C=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)NC2=S)C,Inactive,0,,,0,0
2325,17514889,4571572,CC1=CC(=CC=C1)C2=NSC(=N2)SCC(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,0,,,0.17,0.34
2326,17514102,4358077,CC1=CC=C(O1)C(C2=CC=CC=C2)C3=CC(=C(C=C3)OC)OC,Inactive,0,,,0,0.25
2327,17513822,3851538,CCOP(=O)(C(C1=CC=C(C=C1)F)NC2=CC=CC=N2)OCC,Inactive,1,,,0,1.85
2328,17432611,791463,C1CCCN(CCC1)CC2=C(C(=CC=C2)Cl)Cl,Inactive,1,,,1.51,0.67
2329,17514766,3328135,C1CC2=CC=CC=C2N(C1)C(=O)CSC3=NC=CN3C4=CC=C(C=C4)Cl,Inactive,1,,,0.6,2.04
2330,17515436,2150591,CC1=CC=C(C=C1)S(=O)(=O)C2=C(C=NC3=CC4=C(C=C32)OCCO4)C(=O)C5=CC=CC=C5,Active,6,,,12,14.47
2331,17515766,4097143,C1=CC=NC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)C#N,Inactive,0,,,0,0
2332,17515952,2699111,CN(CC1=C(C=CC(=C1)Br)OC)CC(=O)NC2=CC=CC=C2Cl,Inactive,0,,,0,0
2333,17432617,2838368,CC1CC(=O)N(C2=C(N1C(=O)C)C=CC(=C2)[N+](=O)[O-])C(=O)C,Inactive,0,,,0,0
2334,17515163,2152251,CC1=CC(=C(C=C1)C)NC(=O)COC2=CC=CC3=C2CCN(C3=O)CC4=CC=CC=C4C,Inactive,0,,,0.8,0
2335,17514595,7166462,CC1=C(C(=CC=C1)NC(=O)CSC2=NN=C(C(=O)N2N)C)C,Inactive,0,,,0.84,0.71
2336,17515690,4296584,C1=CC=NC(=C1)C2=NN=C(O2)NC(=O)C3=CC(=CC=C3)Br,Inactive,0,,,0,0
2337,17515963,2699121,CN(CC1=C(C=CC(=C1)Br)OC)CC(=O)NC2=C(C=CC(=C2)Cl)Cl,Inactive,1,,,1.76,2.39
2338,17514904,12005915,CC1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=N2)S(=O)(=O)C)NCC3=CC4=C(C=C3)OCO4,Inactive,0,,,0,0
2339,17514880,5067094,COC1=CC=C(C=C1)C2=NSC(=N2)SCC(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,4,,,10.51,10.35
2340,17515208,4462598,CC1=CC(=CC=C1)C(=O)NC2=NN=C(O2)C3=CC=CO3,Inactive,0,,,0,0
2341,17514835,4141809,CC1=CC=C(C=C1)C2=NSC(=N2)SCC(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,5,,,0.41,11.25
2342,17513898,2016749,COC1=C(C(=CC=C1)OC)C(=O)NC(=S)NC2=CC3=C(C=C2)OC(=O)C=C3,Inactive,1,,,0,1.3
2343,22407025,2713218,COC1=C(C=C(C=C1)CCNC(=O)/C=C/C2=CC(=CC=C2)OC)OC,Inactive,0,,,0,0
2344,17432591,1377145,C1CN(CCC1CC2=CC=CC=C2)CC3=CC=C(C=C3)Cl,Inactive,0,,,0,0
2345,17515430,12006035,COC1=CC(=C(C=C1)C2=NN=C3N2C4=CC=CC=C4C(=O)N3CCC5=CC=CC=C5)OC,Inactive,0,,,0.53,0.08
2346,17515626,6260197,CC1=CC=CC=C1NC(=O)C2CCCN2/C=C/C(=O)C(F)(F)F,Inactive,0,,,0,0
2347,17514742,7119342,CC1=CC=C(C=C1)C2=NSC(=N2)SCC(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,0,0
2348,17514891,3296993,CC(=O)C1=CC=C(C=C1)NC(=O)C2=C(SC(=C2)Cl)Cl,Inactive,0,,,0,0.37
2349,17432604,2837672,CC1=CC(=C(C=C1)C)NC(=O)CCCCCCCCCCC2COCCO2,Inactive,0,,,0,0
2350,17432507,286378,C1CC2=CC=C(C3=CC=CC1=C23)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,1,,,1.99,0.9
2351,17515977,12006211,CC1CCN(CC1)CC(=O)NC2=CC(=C(C=C2C)[N+](=O)[O-])OC,Inactive,0,,,0,0
2352,17516057,12006218,CC1=CC=CC=C1N2C(=NN=C2SCC(=O)NC3CCCC4=CC=CC=C34)C,Inactive,0,,,0,0.13
2353,17434043,2210668,C1=CC=C(C=C1)CCC(=O)NCCSCC2=C(C=CC=C2Cl)F,Inactive,0,,,0,0
2354,22410999,5008796,C1CN(CCC1C(=O)OCC(=O)NC2=CC=CC=C2OC(F)F)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,0,0
2355,17515957,4812655,C1COCCN1C2=C(C=C(C=C2)C(=O)OC3=CC=C(C=C3)Cl)[N+](=O)[O-],Inactive,3,,,5.38,8.01
2356,17512894,1923395,COC1=CC=CC=C1OP(=O)(NC2=CN=CC=C2)OC3=CC=CC=C3OC,Inactive,0,,,0.52,0
2357,22407592,2465640,CC(=O)C1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=CC=C2NC3=CC=CC=C3,Inactive,1,,,1.08,1.25
2358,17433570,2210693,C1=CSC(=C1)C(=O)/C=C/NC2=C(C=C(C=C2)F)F,Inactive,0,,,0,0
2359,22409321,6293661,C/C(=C(/C#N)\C(=O)COC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=C(C=C3)Br)/N,Inactive,4,,,6.37,9.57
2360,22410569,4399381,C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)COC(=O)C3=NC=CN=C3N,Inactive,0,,,0,0
2361,17514912,4347191,CC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)SCC(=O)N3CCCC4=CC=CC=C43,Inactive,0,,,0,0.12
2362,22416231,2907915,CN(C)C1=CC=C(C=C1)C(CC(=O)C2=CC=CC=C2)C3CCCCC3=O,Inactive,0,,,0,0
