PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,469812313,163409047,C1=CC=C(C=C1)NC(=O)C2=CC3=CC(=C(C=C3O2)O)O,Unspecified,,,Potential missing data,Activity,Non-Toxic
2,469822518,164625974,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Unspecified,,,Potential missing data,Activity,Non-Toxic
3,469822622,163409049,C1=CC(=CC=C1C(=O)NC2=NC3=CC(=C(C=C3S2)O)O)I,Unspecified,,,Potential missing data,Activity,Non-Toxic
