PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,242089466,12925898,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)N=C(N)N)N=C(N)N,Inactive,,,Potential missing data,TDI,Not Active
2,318368789,427880,C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)N=C(N)N)N=C(N)N,Active,,,Potential missing data,TDI,Active
3,440203455,155559077,C1=CC(=CC=C1CN)OC(=O)C2=CC=C(C=C2)N=C(N)N,Active,,,Potential missing data,TDI,Active
4,440223429,85735131,C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)N=C(N)N)N,Active,,,Potential missing data,TDI,Active
