PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value
32,163327741,60170159,C1CCC(CC1)C2CCCCC2OCCCCCCN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,=,400
33,163330912,60170075,CCC1CCC(CC1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,1250
34,163331260,60170343,COC1=CC=C(C=C1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,500
35,163331261,60168109,C1CCCC(CC1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,357
36,163331262,60170165,CC1=C(C=C(C=C1)C(C)C)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,=,129
37,163334409,60169978,CCC(CC)OCCCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,=,150
38,163334728,60170342,COC1=CC=CC=C1OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,500
39,163334729,60168116,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCOCC2=CC=CC=C2)CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,333
40,163334730,60168117,CCCOC1=CC=CC(=C1)CCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,417
41,163334731,60170430,CCCOC1=CC=C(C=C1)CCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,2500
42,163334732,60170432,C1CCC(CC1)OC2=CC=CC(=C2)CCCN3C[C@@H]([C@H]([C@@H]([C@H]3CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,=,111
43,163334733,60168108,CC1CCC(CC1C)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,143
44,163334734,60170162,CC1=CC=CC=C1OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,1250
45,163338141,60170341,C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCCOC2=CC=C(C=C2)OC(F)(F)F)CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,385
46,163338142,60170434,CC/C=C\CCCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,45
47,163338143,60170514,C1[C@@H]([C@H]([C@@H]([C@H](N1CC/C=C/CCOC2=C(C=CC(=C2)F)F)CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,556
48,163338144,60170515,C1[C@@H]([C@H]([C@@H]([C@H](N1CCC#CCCOC2=C(C=CC(=C2)F)F)CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,11
49,163338145,60170160,C1CCC(C1)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,>,1667
50,163338146,60170248,CC1=CC(=C(C=C1)C(C)(C)C)OCCCCCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Unspecified,,,,Ratio CC50/EC50,=,142
