PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
1,520012757,171713999,C1CCN(CC1)CCNC2=NC(=CC(=N2)NCC3=CC=C(C=C3)Cl)C(F)(F)F,Active,,,Potential missing data,Stability,%,Stable
2,520012768,177645779,C1CCN(CC1)CCNC2=NC(=CC(=N2)NC3=CC=C(C=C3)C4=CC=CC=C4)C(F)(F)F,Active,,,Potential missing data,Stability,%,Stable
