PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
22,504820634,172457622,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=C(C=C4)C(F)(F)F,Unspecified,,,,Inhibition,=,90,%
23,504820932,172457835,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)OC)/C=C/C4=CC(=CC=C4)OC,Unspecified,,,,Inhibition,=,0,%
24,504821771,172458422,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC(=CC=C4)OC,Unspecified,,,,Inhibition,=,0,%
25,504822151,172458691,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CC(=CC=C4)OC)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,0,%
26,504822385,5344580,COC1=CC=CC(=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4,Unspecified,,,,Inhibition,=,68.4,%
27,504823136,172459347,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCC(CC4)N5CCOCC5)/C=C/C6=NC(=CC=C6)OC,Unspecified,,,,Inhibition,=,99.9,%
28,504823369,172459508,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)/C=C/C5=CN=C(C=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,90,%
29,504823543,172459633,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)/C=C/C5=CC=NC=C5,Unspecified,,,,Inhibition,=,68.4,%
30,504823908,172459899,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=NC(=CC=C4)OC,Unspecified,,,,Inhibition,=,0,%
31,504824974,168476011,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCOCC4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,99.9,%
32,504825284,172460831,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)CCC5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,0,%
33,504825297,172460840,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCN(CC4)C(=O)OC(C)(C)C)/C=C/C5=CC(=CC=C5)OC,Unspecified,,,,Inhibition,=,99,%
34,504825487,172460974,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC=CC=C4OC,Unspecified,,,,Inhibition,=,0,%
35,504825501,172460986,CC1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCOCC4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,90,%
36,504826211,172461477,COC1=CC=CC(=N1)/C=C/C2=NC3=C(C=C(C=C3)N4CCOCC4)C(=O)N2C5=CC=CC(=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,0,%
37,504826286,172461535,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4,Unspecified,,,,Inhibition,=,0,%
38,504826549,172461720,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CC=C(C=C4)N5CCCC5)/C=C/C6=NC(=CC=C6)OC,Unspecified,,,,Inhibition,=,96.8,%
39,504826697,172461825,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCOCC4)CCC5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,0,%
40,504828020,172462732,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)/C=C/C5=CC=C(C=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,99,%
41,504828054,172462754,CC1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,99.9,%
42,504829570,172463788,COC1=CC=CC(=N1)/C=C/C2=NC3=C(C=C(C=C3)N4CCCCC4)C(=O)N2C5=CC=CC(=C5)C(F)(F)F,Unspecified,,,,Inhibition,=,99,%
43,504831095,172464851,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CC=NC=C4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,0,%
44,504832201,172465632,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CC=C(C=C4)N(C)C)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,96.8,%
45,504832586,172465905,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CC=C(C=C4)F)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,99,%
46,504833384,172466502,COC1=CC=CC(=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCC(CC4)N5CCOCC5)/C=C/C6=NC(=CC=C6)OC,Unspecified,,,,Inhibition,=,99.9,%
47,504833839,172466819,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC=CC=C4,Unspecified,,,,Inhibition,=,0,%
48,504835436,5726629,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4,Unspecified,,,,Inhibition,=,0,%
49,504836331,172468559,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCCC4)/C=C/C5=CC(=CC=C5)OC,Unspecified,,,,Inhibition,=,99.9,%
50,504837297,172469266,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)N4CCCC4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,68.4,%
51,504837467,172469389,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=C(C2=O)C=C(C=C3)C4=CCOCC4)/C=C/C5=NC(=CC=C5)OC,Unspecified,,,,Inhibition,=,96.8,%
52,504837748,172469581,CC(C)(C)C1=CC(=CC=C1)N2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CC=NC=C4,Unspecified,,,,Inhibition,=,68.4,%
