PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
18,504822502,172458909,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,34.3,%
19,504823274,172459441,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Unspecified,,,,Inhibition,=,14.7,%
20,504824553,172460334,C1CCC(CC1)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N,Unspecified,,,,Inhibition,=,17.4,%
21,504824801,172460505,CN([C@@H](CC1=CC=C(C=C1)C(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(F)(F)F)C(=O)N)S(=O)(=O)C4=CC=CC=C4,Unspecified,,,,Inhibition,=,18.3,%
22,504828197,172462851,CN([C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C1=CC=CC=C1)C(=O)N)S(=O)(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Inhibition,=,13,%
23,504828634,172463134,CC[C@@H](C(=O)N[C@H](C1=CC=CC=C1)C(=O)N)NC(=O)[C@H](CC2=CC(=CC=C2)N=C(N)N)N(C)S(=O)(=O)C3=CC=C(C=C3)C,Unspecified,,,,Inhibition,<,10,%
24,504829421,172463684,CN([C@@H](CC1=CC(=CC=C1)N=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Unspecified,,,,Inhibition,<,10,%
25,504830460,172464428,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N,Unspecified,,,,Inhibition,=,21.6,%
26,504830626,172464543,CC1=CC=C(C=C1)S(=O)(=O)N(C)[C@@H](CC2=CC=C(C=C2)N=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C3=CC=CC=C3)C(=O)N,Unspecified,,,,Inhibition,=,19.9,%
27,504836572,172468748,C1=CC=C(C=C1)[C@H](C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Unspecified,,,,Inhibition,=,30.6,%
28,504837370,172469318,CN([C@@H](CC1=CC(=CC=C1)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N)S(=O)(=O)C3=CC=CC=C3,Unspecified,,,,Inhibition,<,10,%
