PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Algorithm,Common/Unique,Wells Analyzed,Wells Removed,Sumrank,DIST,Low/High,Expectation,Daily Filter replicate 1,Daily Filter replicate 2,Daily Filter replicate 3,Daily Filter replicate 4,Daily Filter replicate 5,Daily Filter replicate 6,Reference Wells replicate 1,Reference Wells replicate 2,Reference Wells replicate 3,Reference Wells replicate 4,Reference Wells replicate 5,Reference Wells replicate 6,Valid Objects replicate 1,Valid Objects replicate 2,Valid Objects replicate 3,Valid Objects replicate 4,Valid Objects replicate 5,Valid Objects replicate 6,Predicted Target Gene
RESULT_TYPE,,,,,,,,STRING,STRING,INTEGER,INTEGER,INTEGER,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,PUBCHEM_NCBI_GENE_ID
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
18079,104204322,,,Inactive,,,DRSC25778,,,,,,,,,1.08,1.37,,,,,8.21,6.23,,,,,6489,6446,,,,,40616
18080,104204323,,,Inactive,,,DRSC25779,,,,,,,,,4.73,3.08,,,,,29.51,17.28,,,,,6105,6107,,,,,38424
18081,104204324,,,Inactive,,,DRSC25780,,,,,,,,,4.18,1.07,,,,,32.84,6.22,,,,,6174,6908,,,,,42463
18082,104204325,,,Inactive,,,DRSC25781,,,,,,,,,1.69,0.9,,,,,15.2,8.53,,,,,5222,5663,,,,,32225
18083,104204326,,,Inactive,,,DRSC25782,,,,,,,,,1.88,4,,,,,11.66,17.37,,,,,6154,6168,,,,,31991
18084,104204327,,,Inactive,,,DRSC25783,,,,,,,,,2.15,1.17,,,,,12.05,5.74,,,,,6407,6496,,,,,39439
18085,104204328,,,Inactive,,,DRSC25784,,,,,,,,,1.54,4.33,,,,,9.25,20.54,,,,,6418,6312,,,,,32939
18086,104204329,,,Inactive,,,DRSC25785,,,,,,,,,1.97,2.94,,,,,12.62,19.24,,,,,6509,5987,,,,,39153
18087,104204330,,,Inactive,,,DRSC25786,,,,,,,,,3.15,13.89,,,,,24.29,72.74,,,,,5991,5981,,,,,43320
18088,104204331,,,Inactive,,,DRSC25787,,,,,,,,,7.79,6.74,,,,,40.65,35.48,,,,,5723,6546,,,,,38787
18089,104204332,,,Inactive,,,DRSC25788,,,,,,,,,9.54,1.74,,,,,47.7,6.81,,,,,5996,6671,,,,,39111
18090,104204333,,,Inactive,,,DRSC25789,,,,,,,,,1.14,6.94,,,,,7.25,25.64,,,,,6394,6552,,,,,43362
18091,104204334,,,Inactive,,,DRSC25790,,,,,,,,,8.34,1.17,,,,,51.04,5.45,,,,,5958,6426,,,,,32780
18092,104204335,,,Inactive,,,DRSC25791,,,,,,,,,0.4,5.19,,,,,3.15,24.96,,,,,6578,6631,,,,,39522
18093,104204336,,,Inactive,,,DRSC25792,,,,,,,,,1.86,2.09,,,,,11.27,11.3,,,,,6521,6113,,,,,38469
18094,104204337,,,Inactive,,,DRSC25793,,,,,,,,,2.76,2.68,,,,,26.44,13.89,,,,,6627,6483,,,,,42162
18095,104204338,,,Inactive,,,DRSC25794,,,,,,,,,0.95,6.11,,,,,9.04,40.9,,,,,6448,6084,,,,,246653
18096,104204339,,,Inactive,,,DRSC25795,,,,,,,,,5.71,6.08,,,,,34.05,28.96,,,,,6567,6584,,,,,42444
18097,104204340,,,Inactive,,,DRSC25796,,,,,,,,,3.31,0.92,,,,,26.04,5.82,,,,,5718,5411,,,,,43604
18098,104204341,,,Inactive,,,DRSC25797,,,,,,,,,1.9,0.52,,,,,13.97,2.6,,,,,6845,6481,,,,,42824
18099,104204342,,,Inactive,,,DRSC25798,,,,,,,,,5.62,2.82,,,,,31.26,15.23,,,,,6321,6888,,,,,42674
18100,104204343,,,Inactive,,,DRSC25799,,,,,,,,,0.97,1.67,,,,,6.71,10,,,,,6470,6780,,,,,"8674070,45840"
18101,104204344,,,Inactive,,,DRSC25800,,,,,,,,,1.63,3.69,,,,,11.34,54.47,,,,,6004,6665,,,,,53560
18102,104204345,,,Inactive,,,DRSC25801,,,,,,,,,1.23,5.27,,,,,8.81,29.17,,,,,6360,5917,,,,,31429
18103,104204346,,,Inactive,,,DRSC25802,,,,,,,,,1.9,5.22,,,,,17.79,43.74,,,,,6542,5898,,,,,32994
18104,104204347,,,Inactive,,,DRSC25803,DF,Unique,360,8,700,21,High,0.0583333,19.8,13.19,,,,,82.2,52.63,,,,,5838,6490,,,,,39569
18105,104204348,,,Inactive,,,DRSC25804,,,,,,,,,2.88,8.4,,,,,32.56,34.33,,,,,6520,6177,,,,,38306
18106,104204349,,,Inactive,,,DRSC25805,,,,,,,,,4.82,1.96,,,,,29.67,9.57,,,,,6310,7045,,,,,33392
18107,104204350,,,Inactive,,,DRSC25806,,,,,,,,,8.2,1.83,,,,,44.57,8.75,,,,,5899,6223,,,,,31610
18108,104204351,,,Inactive,,,DRSC25807,,,,,,,,,4.48,9.28,,,,,38.63,49.03,,,,,6475,6434,,,,,
18109,104204352,,,Inactive,,,DRSC25808,,,,,,,,,2.15,2.42,,,,,18.48,17.9,,,,,6684,6742,,,,,31470
18110,104204353,,,Inactive,,,DRSC25809,,,,,,,,,1.47,3.17,,,,,16.72,18.49,,,,,6670,6368,,,,,
18111,104204354,,,Inactive,,,DRSC25810,,,,,,,,,2.29,8.66,,,,,41.47,58.8,,,,,6518,6261,,,,,318111
18112,104204355,,,Inactive,,,DRSC25811,,,,,,,,,4.38,9.3,,,,,30.7,59.64,,,,,3448,6719,,,,,32780
18113,104204356,,,Inactive,,,DRSC25812,,,,,,,,,7.96,3.42,,,,,59.1,13.12,,,,,6661,4182,,,,,41749
18114,104204357,,,Inactive,,,DRSC25813,,,,,,,,,2.28,12.07,,,,,21.95,54.31,,,,,6670,6626,,,,,42704
18115,104204358,,,Inactive,,,DRSC25814,,,,,,,,,9.39,7.06,,,,,51.85,36.51,,,,,6274,6882,,,,,38562
18116,104204359,,,Inactive,,,DRSC25815,,,,,,,,,5.38,3.39,,,,,44.14,22.92,,,,,6099,6280,,,,,326165
18117,104204360,,,Inactive,,,DRSC25816,,,,,,,,,11.21,15.18,,,,,61.05,60.58,,,,,6207,5848,,,,,34665
18118,104204361,,,Inactive,,,DRSC25817,,,,,,,,,9.3,7.85,,,,,54,41.36,,,,,6267,5668,,,,,32723
18119,104204362,,,Inactive,,,DRSC25818,,,,,,,,,4.2,10.89,,,,,25.87,67.16,,,,,6613,6301,,,,,32631
18120,104204363,,,Inactive,,,DRSC25819,,,,,,,,,9.27,5.2,,,,,54.62,23.8,,,,,5709,5554,,,,,33761
18121,104204364,,,Inactive,,,DRSC25820,,,,,,,,,4.59,2.54,,,,,25.53,14.08,,,,,5572,5350,,,,,38097
18122,104204365,,,Inactive,,,DRSC25821,,,,,,,,,10.76,2.37,,,,,47,9.57,,,,,4405,5527,,,,,38005
18123,104204366,,,Inactive,,,DRSC25822,,,,,,,,,8.31,3.75,,,,,34.73,22.52,,,,,5246,5460,,,,,
18124,104204367,,,Inactive,,,DRSC25823,,,,,,,,,18.67,6.69,,,,,85.35,37.43,,,,,5152,5847,,,,,42191
18125,104204368,,,Inactive,,,DRSC25824,,,,,,,,,2.4,9.79,,,,,16.94,45.61,,,,,6744,4844,,,,,31184
18126,104204369,,,Inactive,,,DRSC25825,,,,,,,,,5.9,8.21,,,,,39.08,37.75,,,,,6132,5977,,,,,40691
18127,104204370,,,Inactive,,,DRSC25826,,,,,,,,,7.88,19.58,,,,,66.63,78.11,,,,,5492,5659,,,,,41847
18128,104204371,,,Inactive,,,DRSC25827,,,,,,,,,3.09,0.61,,,,,23.72,4.1,,,,,5991,5712,,,,,"317964,317963"
18129,104204372,,,Inactive,,,DRSC25828,,,,,,,,,3.31,6.63,,,,,25.44,32.43,,,,,4406,4270,,,,,38208
18130,104204373,,,Inactive,,,DRSC25829,,,,,,,,,2.02,2.09,,,,,18.28,11.44,,,,,6181,6024,,,,,40962
18131,104204374,,,Inactive,,,DRSC25830,,,,,,,,,2.78,1.94,,,,,22.23,13.57,,,,,6079,6029,,,,,31571
18132,104204375,,,Inactive,,,DRSC25831,,,,,,,,,2.33,2.6,,,,,25.31,19.81,,,,,6211,6160,,,,,38931
18133,104204376,,,Inactive,,,DRSC25832,,,,,,,,,1.33,9.91,,,,,20.04,73.14,,,,,6145,5986,,,,,37456
18134,104204377,,,Inactive,,,DRSC25833,,,,,,,,,2.03,12.5,,,,,21.89,76.92,,,,,6220,5777,,,,,32591
18135,104204378,,,Inactive,,,DRSC25834,,,,,,,,,13.04,13.31,,,,,70.49,61.05,,,,,5535,5906,,,,,33806
18136,104204379,,,Inactive,,,DRSC25835,,,,,,,,,3.47,0.97,,,,,25.38,3.7,,,,,6020,5952,,,,,35199
18137,104204380,,,Inactive,,,DRSC25836,,,,,,,,,2.49,1.4,,,,,22.56,8.79,,,,,6135,5642,,,,,42510
18138,104204381,,,Inactive,,,DRSC25837,,,,,,,,,1.59,0.86,,,,,11.41,5.68,,,,,6468,5899,,,,,39495
18139,104204382,,,Inactive,,,DRSC25838,,,,,,,,,1.61,1.66,,,,,12.18,8.04,,,,,6204,6266,,,,,"5740318,36712"
18140,104204383,,,Inactive,,,DRSC25839,,,,,,,,,2.83,0.29,,,,,21.75,5.22,,,,,6190,6153,,,,,42202
18141,104204384,,,Inactive,,,DRSC25840,,,,,,,,,1.35,5.7,,,,,12.47,44.12,,,,,6236,6563,,,,,
18142,104204385,,,Inactive,,,DRSC25841,,,,,,,,,3.12,6.2,,,,,24.58,43.34,,,,,5670,5600,,,,,34736
18143,104204386,,,Inactive,,,DRSC25842,,,,,,,,,2.68,12.79,,,,,24.93,48.96,,,,,6406,5581,,,,,33459
18144,104204387,,,Inactive,,,DRSC25843,,,,,,,,,13.16,4.93,,,,,74.14,19.37,,,,,5705,5805,,,,,33536
18145,104204388,,,Inactive,,,DRSC25844,,,,,,,,,1.78,5.95,,,,,19.22,25.98,,,,,6054,5881,,,,,
18146,104204389,,,Inactive,,,DRSC25845,,,,,,,,,1.57,1.62,,,,,12.65,4.72,,,,,6386,6229,,,,,31035
18147,104204390,,,Inactive,,,DRSC25846,,,,,,,,,0.9,5.19,,,,,5.65,25.66,,,,,5877,6161,,,,,34702
18148,104204391,,,Inactive,,,DRSC25847,,,,,,,,,3.73,1.37,,,,,21.79,5.87,,,,,6114,5896,,,,,31097
18149,104204392,,,Inactive,,,DRSC25848,,,,,,,,,4.49,8.44,,,,,33.52,48.68,,,,,6687,5947,,,,,31861
18150,104204393,,,Inactive,,,DRSC25849,,,,,,,,,1.01,3.72,,,,,10.58,27.81,,,,,6346,5733,,,,,318706
18151,104204394,,,Inactive,,,DRSC25850,,,,,,,,,11.46,6.57,,,,,65.45,32.62,,,,,1954,2693,,,,,"3771837,3772139,3772351,3772606,3772556,3772066,3772649,3772061,3771845,3771994,3772217,3772360,3771774,3771841,3772448,3771972,3772440,3772148,3772594,3772278,3772660,318855,3772647,3772371,3772541,3772675,3772437,3771785,3771842,3771863,3772071,3772346,3772699,3772282,3772345,3771783,3772631,3772087,3772342,3772353,3772632,3772447,3772565,3772505,3772618"
18152,104204395,,,Inactive,,,DRSC25851,,,,,,,,,6.69,5.32,,,,,48.4,19.8,,,,,5774,6151,,,,,31229
18153,104204396,,,Inactive,,,DRSC25852,,,,,,,,,3.61,7.43,,,,,26.23,41.85,,,,,6100,6214,,,,,35925
18154,104204397,,,Inactive,,,DRSC25853,,,,,,,,,1.74,4.52,,,,,10.95,26.93,,,,,6271,6749,,,,,31539
18155,104204398,,,Inactive,,,DRSC25854,,,,,,,,,1.57,3.51,,,,,8.69,15.09,,,,,6483,6007,,,,,32865
18156,104204399,,,Inactive,,,DRSC25855,,,,,,,,,0.62,4.74,,,,,4.7,25.37,,,,,6328,6501,,,,,38198
18157,104204400,,,Inactive,,,DRSC25856,,,,,,,,,1.17,4.32,,,,,7.38,19.23,,,,,5896,6418,,,,,42309
18158,104204401,,,Inactive,,,DRSC25857,,,,,,,,,0.25,8.16,,,,,3.97,60.96,,,,,6317,6237,,,,,
18159,104204402,,,Inactive,,,DRSC25858,,,,,,,,,1.62,18.99,,,,,18.93,74.19,,,,,6473,5646,,,,,318983
18160,104204403,,,Inactive,,,DRSC25859,,,,,,,,,4.59,1.8,,,,,41.88,7.4,,,,,5751,5785,,,,,39039
18161,104204404,,,Inactive,,,DRSC25860,,,,,,,,,3.63,1.2,,,,,25.17,4.56,,,,,6199,6152,,,,,326240
18162,104204405,,,Inactive,,,DRSC25861,,,,,,,,,1.6,3.34,,,,,13.76,14.15,,,,,6137,6104,,,,,318552
18163,104204406,,,Inactive,,,DRSC25862,,,,,,,,,1.25,1.57,,,,,6.01,8.95,,,,,6248,6299,,,,,34196
18164,104204407,,,Inactive,,,DRSC25863,,,,,,,,,1.77,1.75,,,,,11.77,9.63,,,,,6485,6274,,,,,37573
18165,104204408,,,Inactive,,,DRSC25864,,,,,,,,,1.27,4.21,,,,,8.4,21.61,,,,,6198,6173,,,,,35156
18166,104204409,,,Inactive,,,DRSC25865,,,,,,,,,0.58,7.78,,,,,3.92,75.6,,,,,6041,6351,,,,,43252
18167,104204410,,,Inactive,,,DRSC25866,,,,,,,,,1.2,2.87,,,,,18.44,17.89,,,,,6998,6165,,,,,35288
18168,104204411,,,Inactive,,,DRSC25867,,,,,,,,,2.75,2.21,,,,,19.79,12.94,,,,,6154,6244,,,,,5740131
18169,104204412,,,Inactive,,,DRSC25868,,,,,,,,,2.55,2.81,,,,,16.42,15.96,,,,,6189,6737,,,,,43670
18170,104204413,,,Inactive,,,DRSC25869,,,,,,,,,7.1,1.43,,,,,53.68,12.14,,,,,6299,6282,,,,,3771836
18171,104204414,,,Inactive,,,DRSC25870,,,,,,,,,4.2,7.03,,,,,30.19,34.04,,,,,6255,6046,,,,,43833
18172,104204415,,,Inactive,,,DRSC25871,,,,,,,,,12.86,4.18,,,,,64.96,19.45,,,,,6237,6558,,,,,32317
18173,104204416,,,Inactive,,,DRSC25872,,,,,,,,,9.42,4.28,,,,,59.65,23.73,,,,,6112,6547,,,,,31905
18174,104204417,,,Inactive,,,DRSC25873,,,,,,,,,7.39,1.76,,,,,42.79,11.91,,,,,6643,6548,,,,,318907
18175,104204418,,,Inactive,,,DRSC25874,,,,,,,,,5.45,2.08,,,,,30.07,10.62,,,,,6408,6262,,,,,46027
18176,104204419,,,Inactive,,,DRSC25875,,,,,,,,,3.16,5.77,,,,,24.61,29.51,,,,,6400,6046,,,,,
18177,104204420,,,Inactive,,,DRSC25876,,,,,,,,,2.71,3.97,,,,,19.29,20.38,,,,,6129,5971,,,,,38835
18178,104204421,,,Inactive,,,DRSC25877,,,,,,,,,4.38,4.14,,,,,39.81,28.26,,,,,6077,6203,,,,,38878
18179,104204422,,,Inactive,,,DRSC25878,,,,,,,,,9.69,8.25,,,,,66.99,41.12,,,,,6488,5979,,,,,40036
18180,104204423,,,Inactive,,,DRSC25879,,,,,,,,,9.55,8.6,,,,,58.74,31.35,,,,,1749,2197,,,,,31106
18181,104204424,,,Inactive,,,DRSC25880,,,,,,,,,3.58,2.94,,,,,17.83,18.48,,,,,6178,6223,,,,,
18182,104204425,,,Inactive,,,DRSC25881,,,,,,,,,2.13,2.19,,,,,15.38,9.71,,,,,6286,6758,,,,,43753
18183,104204426,,,Inactive,,,DRSC25882,,,,,,,,,4.67,2.59,,,,,25.91,16.07,,,,,6301,6613,,,,,37992
18184,104204427,,,Inactive,,,DRSC25883,,,,,,,,,4.56,8.05,,,,,20.66,39.91,,,,,6252,6411,,,,,35595
18185,104204428,,,Inactive,,,DRSC25884,,,,,,,,,1.04,3.39,,,,,5.99,17.66,,,,,5950,6218,,,,,40376
18186,104204429,,,Inactive,,,DRSC25885,,,,,,,,,2.67,11.62,,,,,36.25,92.83,,,,,6738,5820,,,,,39165
18187,104204430,,,Inactive,,,DRSC25886,,,,,,,,,0.98,4.13,,,,,8.96,18.44,,,,,6109,6157,,,,,35207
18188,104204431,,,Inactive,,,DRSC25887,,,,,,,,,12.51,1.59,,,,,78.46,7.19,,,,,5924,6163,,,,,40315
18189,104204432,,,Inactive,,,DRSC25888,,,,,,,,,8.03,1.18,,,,,47.23,6.7,,,,,6138,6271,,,,,43501
18190,104204433,,,Inactive,,,DRSC25889,,,,,,,,,3.37,2.15,,,,,23.19,9.51,,,,,6322,6194,,,,,32782
18191,104204434,,,Inactive,,,DRSC25890,,,,,,,,,3.61,3.51,,,,,16.31,15.48,,,,,4235,5066,,,,,43103
18192,104204435,,,Inactive,,,DRSC25891,,,,,,,,,0.77,1.38,,,,,3.29,6.55,,,,,6473,6237,,,,,47253
18193,104204436,,,Inactive,,,DRSC25892,,,,,,,,,4.69,4.26,,,,,34.62,21.4,,,,,6526,6781,,,,,42318
18194,104204437,,,Inactive,,,DRSC25893,,,,,,,,,5.43,3.38,,,,,34.81,26.98,,,,,6505,5774,,,,,318882
18195,104204438,,,Inactive,,,DRSC25894,,,,,,,,,2.82,6.82,,,,,24.9,49.93,,,,,6565,5707,,,,,41536
18196,104204439,,,Inactive,,,DRSC25895,,,,,,,,,8.81,4.59,,,,,58.27,15.71,,,,,5956,6465,,,,,
18197,104204440,,,Inactive,,,DRSC25896,,,,,,,,,3.31,1.59,,,,,22.26,10.62,,,,,6259,6351,,,,,
18198,104204441,,,Inactive,,,DRSC25897,,,,,,,,,1.52,4.57,,,,,8.57,24.27,,,,,6442,6543,,,,,31761
18199,104204442,,,Inactive,,,DRSC25898,,,,,,,,,3.79,2.08,,,,,19.08,14.04,,,,,6074,6596,,,,,41990
18200,104204443,,,Inactive,,,DRSC25899,,,,,,,,,1.36,1.49,,,,,9.45,7.48,,,,,6315,6635,,,,,3772262
18201,104204444,,,Inactive,,,DRSC25900,,,,,,,,,2.18,2.38,,,,,15.13,32.68,,,,,6147,6054,,,,,41068
18202,104204445,,,Inactive,,,DRSC25901,,,,,,,,,7.35,3.39,,,,,52.55,27.59,,,,,6683,6054,,,,,
18203,104204446,,,Inactive,,,DRSC25902,,,,,,,,,4.92,8.96,,,,,37.84,56.54,,,,,6733,5724,,,,,37309
18204,104204447,,,Inactive,,,DRSC25903,,,,,,,,,12.84,6.05,,,,,59.33,23.66,,,,,5365,6064,,,,,32762
18205,104204448,,,Inactive,,,DRSC25904,,,,,,,,,6.1,1.6,,,,,66.81,7.05,,,,,6048,6858,,,,,36080
18206,104204449,,,Inactive,,,DRSC25905,,,,,,,,,1.93,5.8,,,,,14.25,30.94,,,,,6430,6656,,,,,43035
18207,104204450,,,Inactive,,,DRSC25906,,,,,,,,,11.52,1.29,,,,,59.01,7.8,,,,,6495,6601,,,,,41383
18208,104204451,,,Inactive,,,DRSC25907,,,,,,,,,3.46,7.52,,,,,23.81,37.58,,,,,6243,6515,,,,,36076
18209,104204452,,,Inactive,,,DRSC25908,,,,,,,,,5.84,10.03,,,,,32.96,46.81,,,,,5980,5915,,,,,318950
18210,104204453,,,Inactive,,,DRSC25909,,,,,,,,,2.18,4.2,,,,,12.94,55.31,,,,,6369,6311,,,,,37349
18211,104204454,,,Inactive,,,DRSC25910,DF,Common,360,8,702,19,High,0.0527778,19.17,14.06,,,,,86.68,74.61,,,,,6360,6588,,,,,39583
18212,104204455,,,Inactive,,,DRSC25911,,,,,,,,,7.57,0.57,,,,,39.8,3.22,,,,,5456,5951,,,,,42088
18213,104204456,,,Inactive,,,DRSC25912,,,,,,,,,4.17,1.07,,,,,35.84,8.83,,,,,5610,5791,,,,,7354466
18214,104204457,,,Inactive,,,DRSC25913,,,,,,,,,2.99,7.25,,,,,25.91,28.38,,,,,5821,6430,,,,,318016
18215,104204458,,,Inactive,,,DRSC25914,,,,,,,,,4.57,3.87,,,,,45.27,24.88,,,,,6066,6048,,,,,41312
18216,104204459,,,Inactive,,,DRSC25915,,,,,,,,,1.15,2.6,,,,,19.43,21.67,,,,,6287,6421,,,,,43844
18217,104204460,,,Inactive,,,DRSC25916,,,,,,,,,1.55,1.99,,,,,19.86,29.94,,,,,6073,5841,,,,,38736
18218,104204461,,,Inactive,,,DRSC25917,,,,,,,,,1.19,2.33,,,,,19.41,20.41,,,,,6402,5829,,,,,32152
18219,104204462,,,Inactive,,,DRSC25918,,,,,,,,,4.84,7.33,,,,,43.04,39.28,,,,,5915,5973,,,,,42246
18220,104204463,,,Inactive,,,DRSC25919,,,,,,,,,7.3,2.14,,,,,45.65,9.03,,,,,5531,5707,,,,,40308
18221,104204464,,,Inactive,,,DRSC25920,,,,,,,,,2.3,0.88,,,,,21.09,5.98,,,,,5651,5444,,,,,318874
18222,104204465,,,Inactive,,,DRSC25921,,,,,,,,,3.69,11.41,,,,,23.94,52.86,,,,,5279,5338,,,,,39765
18223,104204466,,,Inactive,,,DRSC25922,,,,,,,,,6.58,4.64,,,,,50.2,22.63,,,,,6122,6180,,,,,35892
18224,104204467,,,Inactive,,,DRSC25923,,,,,,,,,1.08,7.58,,,,,13.85,45.11,,,,,6510,6294,,,,,326328
18225,104204468,,,Inactive,,,DRSC25924,,,,,,,,,6.89,10.33,,,,,55.92,76.46,,,,,6128,6205,,,,,31898
18226,104204469,,,Inactive,,,DRSC25925,,,,,,,,,2.45,8.93,,,,,26.72,75.61,,,,,6082,6068,,,,,38990
18227,104204470,,,Inactive,,,DRSC25926,,,,,,,,,9.29,16.93,,,,,69.66,71.2,,,,,6095,5913,,,,,"37138,37139"
18228,104204471,,,Inactive,,,DRSC25927,,,,,,,,,5.34,3.34,,,,,45.85,20.35,,,,,5691,6802,,,,,36973
18229,104204472,,,Inactive,,,DRSC25928,,,,,,,,,0.9,0.68,,,,,33.99,7.18,,,,,5971,6571,,,,,39351
18230,104204473,,,Inactive,,,DRSC25929,,,,,,,,,1.74,3.26,,,,,14.69,19.51,,,,,6374,6495,,,,,42169
18231,104204474,,,Inactive,,,DRSC25930,,,,,,,,,0.66,0.59,,,,,7.56,5.57,,,,,6339,6291,,,,,42948
18232,104204475,,,Inactive,,,DRSC25931,,,,,,,,,5.45,1.46,,,,,31.31,8.7,,,,,6398,6709,,,,,34166
18233,104204476,,,Inactive,,,DRSC25932,,,,,,,,,1,3.09,,,,,10.48,22.17,,,,,6075,6431,,,,,34710
18234,104204477,,,Inactive,,,DRSC25933,,,,,,,,,1.41,5.19,,,,,12.81,44.14,,,,,6311,6187,,,,,34090
18235,104204478,,,Inactive,,,DRSC25934,,,,,,,,,2.15,12.5,,,,,17.52,53.82,,,,,6237,5919,,,,,39414
18236,104204479,,,Inactive,,,DRSC25935,,,,,,,,,2.82,5.72,,,,,23.96,27.39,,,,,6072,6362,,,,,40760
18237,104204480,,,Inactive,,,DRSC25936,,,,,,,,,2.69,4.09,,,,,21.4,22.64,,,,,5996,6062,,,,,35950
18238,104204481,,,Inactive,,,DRSC25937,,,,,,,,,2.09,3.8,,,,,13.52,17.9,,,,,6369,6403,,,,,32873
18239,104204482,,,Active,2,,DRSC25938,REF,Unique,355,13,24,23,Low,0.0647887,1.15,0.5,,,,,5.79,3.34,,,,,6444,6235,,,,,41374
18240,104204483,,,Inactive,,,DRSC25939,,,,,,,,,3.15,7.36,,,,,17.85,38.04,,,,,6406,6359,,,,,38578
18241,104204484,,,Inactive,,,DRSC25940,,,,,,,,,5,10.23,,,,,39.07,84.46,,,,,6479,6286,,,,,36025
18242,104204485,,,Inactive,,,DRSC25941,,,,,,,,,3.81,3.43,,,,,28.25,31.64,,,,,6326,6102,,,,,43146
18243,104204486,,,Inactive,,,DRSC25942,,,,,,,,,1.54,15.58,,,,,22.73,83.06,,,,,6805,5730,,,,,31630
18244,104204487,,,Inactive,,,DRSC25943,,,,,,,,,3.33,0.96,,,,,23.89,3.53,,,,,6210,6138,,,,,37890
18245,104204488,,,Inactive,,,DRSC25944,,,,,,,,,2.02,4.35,,,,,18.21,19.02,,,,,6298,6620,,,,,32324
18246,104204489,,,Inactive,,,DRSC25945,,,,,,,,,1.62,3.85,,,,,13.34,25.45,,,,,6181,6237,,,,,
18247,104204490,,,Inactive,,,DRSC25946,,,,,,,,,1.63,1.17,,,,,12.16,5.86,,,,,6489,6646,,,,,246456
18248,104204491,,,Inactive,,,DRSC25947,,,,,,,,,5.73,1.26,,,,,31.81,9.47,,,,,6738,6766,,,,,35281
18249,104204492,,,Inactive,,,DRSC25948,,,,,,,,,5.53,7.33,,,,,33.68,38.69,,,,,6624,6437,,,,,40042
18250,104204493,,,Inactive,,,DRSC25949,,,,,,,,,3.16,9.12,,,,,22.18,58.77,,,,,6545,7086,,,,,42983
18251,104204494,,,Inactive,,,DRSC25950,,,,,,,,,1.23,9.62,,,,,15.64,59.69,,,,,6676,5728,,,,,39473
18252,104204495,,,Inactive,,,DRSC25951,,,,,,,,,4.33,0.48,,,,,24.75,5.44,,,,,2751,3734,,,,,42641
18253,104204496,,,Inactive,,,DRSC25952,,,,,,,,,5.55,0.79,,,,,59.16,3.47,,,,,6562,6321,,,,,40872
18254,104204497,,,Inactive,,,DRSC25953,,,,,,,,,4.33,0.66,,,,,28.3,2.85,,,,,5815,6324,,,,,38238
18255,104204498,,,Inactive,,,DRSC25954,,,,,,,,,6.63,2.05,,,,,36.77,9.89,,,,,6217,6144,,,,,34087
18256,104204499,,,Inactive,,,DRSC25955,,,,,,,,,6.37,3.74,,,,,44.7,39.95,,,,,6330,6473,,,,,36130
18257,104204500,,,Inactive,,,DRSC25956,,,,,,,,,2.05,1.22,,,,,11.31,6.1,,,,,6191,6531,,,,,"35568,35567"
18258,104204501,,,Inactive,,,DRSC25957,,,,,,,,,1.51,0.65,,,,,7.92,18.95,,,,,5912,6630,,,,,33753
18259,104204502,,,Inactive,,,DRSC25958,,,,,,,,,7.18,4.49,,,,,62.09,25.29,,,,,6462,6212,,,,,31120
18260,104204503,,,Inactive,,,DRSC25959,,,,,,,,,12.56,1.86,,,,,58.72,14.33,,,,,6251,6340,,,,,35007
18261,104204504,,,Inactive,,,DRSC25960,,,,,,,,,7.05,2.23,,,,,45.89,13.58,,,,,6170,6591,,,,,246504
18262,104204505,,,Inactive,,,DRSC25961,,,,,,,,,2.85,2.11,,,,,22.47,8.65,,,,,2246,2888,,,,,45250
18263,104204506,,,Inactive,,,DRSC25962,,,,,,,,,1.34,1.76,,,,,9.92,11.67,,,,,6693,6833,,,,,36396
18264,104204507,,,Inactive,,,DRSC25963,,,,,,,,,4.88,5.21,,,,,38.22,25.68,,,,,6409,6791,,,,,31357
18265,104204508,,,Inactive,,,DRSC25964,,,,,,,,,4.44,3.24,,,,,50,25.96,,,,,6313,6986,,,,,117477
18266,104204509,,,Inactive,,,DRSC25965,,,,,,,,,2.94,2.85,,,,,25.56,14.16,,,,,6320,6846,,,,,36331
18267,104204510,,,Inactive,,,DRSC25966,,,,,,,,,1.22,1.05,,,,,8.2,4.52,,,,,6449,6756,,,,,
18268,104204511,,,Inactive,,,DRSC25967,,,,,,,,,2.41,2.54,,,,,16.27,14.73,,,,,6589,6303,,,,,2768964
18269,104204512,,,Inactive,,,DRSC25968,,,,,,,,,3.52,7.18,,,,,30.6,38.63,,,,,6531,6277,,,,,326251
