PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,469799863,29591418,COC1=C(C=C2C(=C1)N=C(S2)NC(=O)C3=CC=C(C=C3)I)OC,Active,,,Potential missing data,Activity,Active
2,469812313,163409047,C1=CC=C(C=C1)NC(=O)C2=CC3=CC(=C(C=C3O2)O)O,Active,,,Potential missing data,Activity,Active
3,469816351,7542982,COC1=C(C=C2C(=C1)N=C(S2)NC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4)OC,Active,,,Potential missing data,Activity,Active
4,469822518,164625974,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=NC4=CC(=C(C=C4S3)O)O,Active,,,Potential missing data,Activity,Active
5,469822622,163409049,C1=CC(=CC=C1C(=O)NC2=NC3=CC(=C(C=C3S2)O)O)I,Active,,,Potential missing data,Activity,Active
