PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,520028936,177651078,COC1=C(C=CC(=C1)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC)O,Unspecified,,,Potential missing data,Activity,Dose-Dependent Effect
2,520030031,177651164,COC1=CC(=CC(=C1O)OC)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC,Unspecified,,,Potential missing data,Activity,Dose-Dependent Effect
3,520031927,177651349,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=CC=C6)OC)OC)OC)OC)OC,Unspecified,,,Potential missing data,Activity,Dose-Dependent Effect
4,520031961,177651365,COC1=CC(=CC(=C1OC)OC)/C=N/N2C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)C6=CC(=C(C=C46)OC)OC)OC)OC)OC)OC,Unspecified,,,Potential missing data,Activity,Dose-Dependent Effect
5,520038085,177651857,COC1=C(C=C2C(=C1)C(=O)C3=CC(=C(C=C3C24C5=CC(=C(C=C5C(=O)N4/N=C/C6=CC=C(C=C6)Br)OC)OC)OC)OC)OC,Unspecified,,,Potential missing data,Activity,Dose-Dependent Effect
