PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
115,136934385,56950038,C\1COC2=CC=CC=C2/C1=C\3/C(=O)NC(=S)N3,Unspecified,,,,Inhibition,=,43,%,
116,136934386,57397504,CCCC/C=C/C1C(=O)NC(=S)S1,Unspecified,,,,Inhibition,=,18,%,
117,136934387,57397505,CCCCC/C=C\1/C(=O)NC(=S)N1,Unspecified,,,,Inhibition,=,18,%,
118,136934388,56950164,C/C(=C/1\C(=O)NC(=S)N1)/C2=CC=C(C=C2)F,Inactive,,,Potential missing data,Inhibition,,,,Not Active
119,136934389,12162535,C1=CC=C(C=C1)C[C@H]2C(=O)NC(=S)N2,Inactive,,,Potential missing data,Inhibition,,,,Not Active
120,136934390,56949626,CC(=O)N1[C@H](C(=O)NC1=S)CCCCN,Inactive,,,Potential missing data,Inhibition,,,,Not Active
121,136935907,5718018,C1=CC(=CC=C1/C=C\2/C(=O)NC(=S)N2)O,Unspecified,,,,Inhibition,=,48,%,
122,136935971,56950034,C1=C(SC=C1Br)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,42,%,
123,136936008,2243892,C1=CC(=C(C=C1/C=C\2/C(=O)NC(=O)S2)O)O,Unspecified,,,,Inhibition,=,44,%,
124,136936009,740292,COC1=CC=CC=C1/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,28,%,
125,136936010,56949898,C1=CSC(=C1Br)/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,60,%,
126,136936054,8271435,C1=C(SC(=C1)Br)/C=C\2/C(=O)NC(=O)S2,Inactive,,,Potential missing data,Inhibition,,,,Not Active
127,136936818,2057001,COC1=CC=C(C=C1)/C=C/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,13,%,
128,136937116,135420896,C1=CC=C2C(=C1)/C(=C/C3=C(NC(=O)S3)O)/C=N2,Unspecified,,,,Inhibition,=,26,%,
129,136937511,57399191,CCC/C=C/C1C(=O)NC(=S)S1,Unspecified,,,,Inhibition,=,23,%,
130,136937512,56950165,C1=CC=C(C=C1)C(=C2C(=O)NC(=S)N2)C3=CC=CC=C3,Inactive,,,Potential missing data,Inhibition,,,,Not Active
131,136937513,3002856,C1=CC=C(C=C1)C[C@@H]2C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,14,%,
132,136939038,56951614,C/C(=C/1\C(=O)NC(=S)N1)/C2=CC=CC=C2,Inactive,,,Potential missing data,Inhibition,,,,Not Active
133,136939039,56949627,C/C(=C/1\C(=O)NC(=S)N1)/C2=CC3=CC=CC=C3C=C2,Unspecified,,,,Inhibition,=,33,%,
134,136939040,56950307,C/C(=C/1\C(=O)NC(=O)S1)/C2=CC3=CC=CC=C3C=C2,Unspecified,,,,Inhibition,=,30,%,
135,136939041,1565907,C1=CC(=CC=C1/C=C\2/C(=O)NC(=O)S2)[N+](=O)[O-],Inactive,,,Potential missing data,Inhibition,,,,Not Active
136,136939042,56949752,CC(=O)N1C=C(C2=CC=CC=C21)/C=C\3/C(=O)NC(=S)S3,Unspecified,,,,Inhibition,=,46,%,
137,136939043,7039125,COC1=CC=CC(=C1)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,28,%,
138,136939044,7032560,C1=CC(=C(C=C1/C=C\2/C(=O)NC(=S)N2)O)O,Unspecified,,,,Inhibition,=,36,%,
139,136939156,2246840,COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=S)N2)O,Unspecified,,,,Inhibition,=,38,%,
140,136939157,1550469,C1=COC(=C1)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,46,%,
141,136939200,1202332,C1=C(SC(=C1)Br)/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,50,%,
142,136940729,1224674,C1=CC(=CC=C1/C=C\2/C(=O)NC(=S)S2)N,Inactive,,,Potential missing data,Inhibition,,,,Not Active
143,136940730,56949629,CC(=O)N1[C@H](C(=O)NC1=S)CC2=CC=C(C=C2)O,Inactive,,,Potential missing data,Inhibition,,,,Not Active
144,136942044,135501994,C1=CC=C2C(=C1)/C(=C\C3=C(NC(=S)S3)O)/C=N2,Unspecified,,,,Inhibition,=,44,%,
145,136942258,1550643,C1=CC(=C(C=C1Cl)Cl)/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,46,%,
146,136942259,56950310,C(=C\1/C(=O)NC(=O)S1)\C2=C(C(=C(C(=C2F)F)F)F)F,Unspecified,,,,Inhibition,=,12,%,
147,136942260,5469194,CC1=CC=C(C=C1)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,31,%,
148,136942418,5896341,C1=C(SC(=C1)Cl)/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,54,%,
149,136943939,135729012,C\1=NC=N/C1=C/C2=C(NC(=S)S2)O,Unspecified,,,,Inhibition,=,53,%,
150,136943940,57402704,CCCC/C=C\1/C(=O)NC(=S)N1,Unspecified,,,,Inhibition,=,25,%,
151,136943941,17388315,C1CCC(CC1)/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,22,%,
152,136943942,1365576,COC1=CC=C(C=C1)/C=C/C=C\2/C(=O)NC(=S)S2,Unspecified,,,,Inhibition,=,51,%,
153,136943943,56950305,COC1=CC=C(C=C1)/C=C/C=C\2/C(=O)NC(=O)S2,Unspecified,,,,Inhibition,=,18,%,
154,136943944,56951615,CC(C)C[C@H]1C(=O)NC(=S)N1C(=O)C,Inactive,,,Potential missing data,Inhibition,,,,Not Active
155,136943945,56950306,C(CC(=O)N)[C@H]1C(=O)NC(=S)N1,Unspecified,,,,Inhibition,=,10,%,
156,136943946,56924644,C1=CC(=C(C=C1CC2C(=O)NC(=S)N2)O)O,Unspecified,,,,Inhibition,=,15,%,
157,136945426,46502699,CN1C=C(C2=CC=CC=C21)/C=C\3/C(=O)NC(=S)N3,Unspecified,,,,Inhibition,=,50,%,
158,136945427,722749,COC1=CC=C(C=C1)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,50,%,
159,136945428,1584948,COC1=C(C=C(C=C1)/C=C\2/C(=O)NC(=S)N2)OC,Unspecified,,,,Inhibition,=,44,%,
160,136945537,1379703,C1=COC(=C1)/C=C\2/C(=O)NC(=O)S2,Unspecified,,,,Inhibition,=,20,%,
161,136945538,56949899,C1=CSC(=C1Br)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,44,%,
162,136945590,56949900,C1=CSC(=C1Cl)/C=C\2/C(=O)NC(=O)S2,Unspecified,,,,Inhibition,=,23,%,
163,136945591,5468923,C1=C(SC(=C1)Br)/C=C\2/C(=O)NC(=S)N2,Unspecified,,,,Inhibition,=,46,%,
