PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,104252876,520822,C1=CC(=C(C=C1C(F)(F)F)N)N,Active,,,Potential missing data,Activity,Active
2,242624425,2801468,CC1=CC(=C(C=C1Cl)N)N,Active,,,Potential missing data,Activity,Active
3,374293129,75316,CC1=CC(=C(C=C1)C(=O)O)N,Active,,,Potential missing data,Activity,Active
