PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Activity Comment
RESULT_TYPE,,,,,,,,STRING,STRING
RESULT_DESCR,,,,,,,,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),Additional comments
1,440122089,155518687,C1=CC(=CC(=C1)OS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-])CC(=O)O,Inactive,,,Potential missing data,Activity,Not Active
2,440130812,155524257,C1=CC(=CC(=C1)C(=O)O)CNS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-],Inactive,,,Potential missing data,Activity,Not Active
3,440141382,155531203,C1=CC(=CC(=C1)C(=O)O)CNS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=C(C=C(C=C3)C(F)(F)F)N,Inactive,,,Potential missing data,Activity,Not Active
4,440197793,155556833,C1=CC(=CC(=C1)OC(=O)CC2=CC(=CC=C2)OS(=O)(=O)C3=CC=C(C=C3)NC(=O)NC4=C(C=C(C=C4)C(F)(F)F)N)CC(=O)O,Inactive,,,Potential missing data,Activity,Not Active
