bit,active_count,inactive_count,P_active,P_inactive,enrichment,log_odds
1365,678,407,0.2820299500831947,0.1554028255059183,1.814831545588409,0.5959926510614976
322,910,550,0.3785357737104825,0.21000381825124093,1.802518529341044,0.5891848699249869
1669,91,55,0.037853577371048254,0.021000381825124093,1.8025185259017413,0.5891848680169329
140,653,396,0.271630615640599,0.15120274914089346,1.7964661165508442,0.5858214665813476
1482,51,31,0.021214642262895173,0.011836578846888126,1.792295092871625,0.5834969733571316
1634,97,59,0.040349417637271213,0.022527682321496753,1.7911038065224276,0.5828320814896446
165,271,165,0.1127287853577371,0.06300114547537228,1.7893132645163172,0.5818318951315462
1446,36,22,0.014975041597337771,0.008400152730049638,1.7827106244743502,0.5781350287236402
1951,85,52,0.035357737104825294,0.019854906452844597,1.780806024481622,0.5770660845531996
1608,13,8,0.005407653910149751,0.0030546009927453228,1.770330673616574,0.5711663503891226
66,13,8,0.005407653910149751,0.0030546009927453228,1.770330673616574,0.5711663503891226
737,13,8,0.005407653910149751,0.0030546009927453228,1.770330673616574,0.5711663503891226
1306,13,8,0.005407653910149751,0.0030546009927453228,1.770330673616574,0.5711663503891226
1500,13,8,0.005407653910149751,0.0030546009927453228,1.770330673616574,0.5711663503891226
629,42,26,0.01747088186356073,0.009927453226422299,1.759855361602286,0.5652316247652326
87,42,26,0.01747088186356073,0.009927453226422299,1.759855361602286,0.5652316247652326
1860,21,13,0.008735440931780365,0.004963726613211149,1.7598553539482047,0.5652316204159653
1599,50,31,0.020798668885191347,0.011836578846888126,1.7571520520005812,0.5636943461552264
103,37,23,0.015391014975041598,0.008781977854142803,1.7525681748928843,0.5610822406780293
1734,45,28,0.018718801996672214,0.010691103474608629,1.7508765083082134,0.5601165244363805
496,45,28,0.018718801996672214,0.010691103474608629,1.7508765083082134,0.5601165244363805
255,294,183,0.12229617304492513,0.06987399770904926,1.7502386721758,0.5597521627364139
185,48,30,0.019966722129783693,0.011454753722794959,1.7430948354428988,0.5556621743766827
282,32,20,0.013311148086522463,0.007636502481863307,1.7430948321992896,0.5556621725158493
1305,24,15,0.009983361064891847,0.0057273768613974796,1.743094828955681,0.5556621706550161
500,8,5,0.0033277870216306157,0.0019091256204658267,1.7430948030068107,0.5556621557683502
112,8,5,0.0033277870216306157,0.0019091256204658267,1.7430948030068107,0.5556621557683502
806,318,199,0.13227953410981697,0.0759831996945399,1.7409050233144103,0.5544051063481926
1972,97,61,0.040349417637271213,0.023291332569683087,1.73237909180661,0.549495661367593
1060,448,282,0.18635607321131448,0.10767468499427263,1.7307324664860064,0.548544709937369
2024,27,17,0.011231281198003328,0.006491027109583811,1.7302779568418187,0.5482820642985481
1381,19,12,0.007903494176372712,0.004581901489117984,1.7249375881715816,0.5451908690586856
617,19,12,0.007903494176372712,0.004581901489117984,1.7249375881715816,0.5451908690586856
1840,531,336,0.2208818635607321,0.12829324169530354,1.721695239513528,0.5433094098046147
803,30,19,0.012479201331114808,0.007254677357770141,1.7201593735568392,0.5424169455774516
33,131,83,0.05449251247920133,0.03169148529973272,1.7194685541518009,0.5420152629368602
1452,979,623,0.4072379367720466,0.237877052310042,1.7119681480249207,0.5376436724208424
828,22,14,0.009151414309484194,0.005345551737304314,1.7119681350053322,0.5376436648158011
1420,22,14,0.009151414309484194,0.005345551737304314,1.7119681350053322,0.5376436648158011
740,11,7,0.004575707154742097,0.002672775868652157,1.7119681216864429,0.5376436570359312
1985,296,189,0.12312811980033278,0.07216494845360824,1.7062039448260147,0.5342709875434797
1921,249,159,0.10357737104825292,0.06071019473081329,1.7060951861034468,0.5342072424153818
612,25,16,0.010399334442595673,0.0061092019854906456,1.7022410450775711,0.5319456447282832
810,28,18,0.011647254575707155,0.006872852233676976,1.694675530657862,0.5274912951673673
1524,115,74,0.0478369384359401,0.028255059182894234,1.6930397511110813,0.5265255825629397
1853,550,354,0.22878535773710482,0.13516609392898052,1.6926238749493767,0.5262799136426163
1457,215,139,0.0894342762063228,0.053073692248949984,1.685096181330451,0.5218226430835515
666,51,33,0.021214642262895173,0.012600229095074456,1.6836711487111815,0.5209766168878212
421,34,22,0.014143094841930116,0.008400152730049638,1.6836711459982499,0.520976615276502
827,17,11,0.007071547420965058,0.004200076365024819,1.683671137859456,0.520976610442545
310,462,299,0.19217970049916805,0.11416571210385644,1.6833399178205832,0.5207798661880927
716,154,100,0.06405990016638935,0.038182512409316534,1.6777287835827652,0.5174409642201904
1301,20,13,0.008319467554076539,0.004963726613211149,1.6760527190052499,0.5164414568189142
621,20,13,0.008319467554076539,0.004963726613211149,1.6760527190052499,0.5164414568189142
1487,397,259,0.1651414309484193,0.09889270714012982,1.6699050481793902,0.5127667674346111
1014,26,17,0.010815307820299502,0.006491027109583811,1.666193588640488,0.5105417366581514
724,55,36,0.022878535773710483,0.013745704467353952,1.6644134727038298,0.5094727927248839
374,58,38,0.024126455906821963,0.014509354715540282,1.6628207327993152,0.5085153969253697
1121,29,19,0.012063227953410981,0.007254677357770141,1.662820728231085,0.508515394178092
1994,73,48,0.03036605657237937,0.018327605956471937,1.6568479581465225,0.5049169769300146
1522,197,131,0.0819467554076539,0.050019091256204656,1.6383095591257426,0.49366495361051843
1227,51,34,0.021214642262895173,0.012982054219167621,1.6341514094246532,0.49112365397156243
1402,39,26,0.01622296173044925,0.009927453226422299,1.6341514079216284,0.49112365305180383
177,33,22,0.01372712146422629,0.008400152730049638,1.6341514067601999,0.49112365234108113
582,27,18,0.011231281198003328,0.006872852233676976,1.6341514050825814,0.49112365131448193
1083,24,16,0.009983361064891847,0.0061092019854906456,1.6341514039292184,0.49112365060869484
1294,24,16,0.009983361064891847,0.0061092019854906456,1.6341514039292184,0.49112365060869484
1232,18,12,0.0074875207986688855,0.004581901489117984,1.63415140046913,0.49112364849133383
130,15,10,0.006239600665557404,0.0038182512409316535,1.6341513977010589,0.49112364679744486
2036,12,8,0.004991680532445923,0.0030546009927453228,1.6341513935489527,0.4911236442566116
596,12,8,0.004991680532445923,0.0030546009927453228,1.6341513935489527,0.4911236442566116
853,12,8,0.004991680532445923,0.0030546009927453228,1.6341513935489527,0.4911236442566116
942,12,8,0.004991680532445923,0.0030546009927453228,1.6341513935489527,0.4911236442566116
1148,9,6,0.0037437603993344427,0.002290950744558992,1.6341513866287762,0.49112364002188985
1261,9,6,0.0037437603993344427,0.002290950744558992,1.6341513866287762,0.49112364002188985
1909,9,6,0.0037437603993344427,0.002290950744558992,1.6341513866287762,0.49112364002188985
1703,9,6,0.0037437603993344427,0.002290950744558992,1.6341513866287762,0.49112364002188985
400,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
560,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
431,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
972,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
2012,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
1073,6,4,0.0024958402662229617,0.0015273004963726614,1.634151372788423,0.491123631552446
698,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
169,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
1713,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
427,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
176,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
651,3,2,0.0012479201331114808,0.0007636502481863307,1.6341513312673672,0.4911236061441167
811,73,49,0.03036605657237937,0.018709431080565102,1.6230347346916074,0.4842976898386309
1096,49,33,0.02038269550748752,0.012600229095074456,1.6176448294651102,0.48097128246651893
1922,95,64,0.03951747088186356,0.024436807941962582,1.6171290012183528,0.4806523555318215
1275,46,31,0.01913477537437604,0.011836578846888126,1.6165798885164058,0.4803127376342624
237,136,92,0.056572379367720464,0.03512791141657121,1.6104680587410685,0.4765248564605332
1766,34,23,0.014143094841930116,0.008781977854142803,1.6104680535275386,0.47652485322325705
1034,133,90,0.055324459234608984,0.03436426116838488,1.6099417619521907,0.47619800564162107
1101,103,70,0.04284525790349417,0.026727758686521573,1.6030247184474151,0.4718922936254423
663,25,17,0.010399334442595673,0.006491027109583811,1.6021092204391567,0.471321023874716
1049,97,66,0.040349417637271213,0.025200458190148912,1.601138252039018,0.4707147838397396
1254,66,45,0.02745424292845258,0.01718213058419244,1.597836934956529,0.4686507989311436
1866,345,236,0.1435108153078203,0.09011072928598701,1.5926051912541448,0.4653711604454295
1503,19,13,0.007903494176372712,0.004963726613211149,1.592250084062295,0.46514816306399526
1673,19,13,0.007903494176372712,0.004963726613211149,1.592250084062295,0.46514816306399526
343,48,33,0.019966722129783693,0.012600229095074456,1.5846316698420746,0.46035199536599414
1242,32,22,0.013311148086522463,0.008400152730049638,1.5846316675221497,0.4603519939019789
2034,32,22,0.013311148086522463,0.008400152730049638,1.5846316675221497,0.4603519939019789
1142,16,11,0.0066555740432612314,0.004200076365024819,1.5846316605623756,0.46035198950993356
594,29,20,0.012063227953410981,0.007636502481863307,1.5796796929082624,0.45722210047975187
624,55,38,0.022878535773710483,0.014509354715540282,1.576812764217908,0.45540557183750285
787,130,90,0.054076539101497505,0.03436426116838488,1.573627286184322,0.4533833279171618
909,130,90,0.054076539101497505,0.03436426116838488,1.573627286184322,0.4533833279171618
1404,52,36,0.021630615640599003,0.013745704467353952,1.5736272836804392,0.4533833263260082
680,39,27,0.01622296173044925,0.010309278350515464,1.5736272822893929,0.45338332544203375
837,26,18,0.010815307820299502,0.006872852233676976,1.5736272795073005,0.453383323674085
934,13,9,0.005407653910149751,0.003436426116838488,1.5736272711610237,0.453383318370239
1981,13,9,0.005407653910149751,0.003436426116838488,1.5736272711610237,0.453383318370239
413,13,9,0.005407653910149751,0.003436426116838488,1.5736272711610237,0.453383318370239
90,85,59,0.035357737104825294,0.022527682321496753,1.5695239547182902,0.450772359826463
1723,36,25,0.014975041597337771,0.009545628102329133,1.5687853517785095,0.4503016586423008
1028,409,286,0.1701331114808652,0.10920198549064529,1.5579671986792112,0.4433818937476036
394,40,28,0.016638935108153077,0.010691103474608629,1.556334675091031,0.44233348944777484
946,30,21,0.012479201331114808,0.008018327605956471,1.5563346733564587,0.44233348833325087
1848,20,14,0.008319467554076539,0.005345551737304314,1.5563346698873146,0.44233348610420326
1739,10,7,0.004159733777038269,0.002672775868652157,1.5563346594798828,0.4423334794170607
157,10,7,0.004159733777038269,0.002672775868652157,1.5563346594798828,0.4423334794170607
1406,10,7,0.004159733777038269,0.002672775868652157,1.5563346594798828,0.4423334794170607
128,10,7,0.004159733777038269,0.002672775868652157,1.5563346594798828,0.4423334794170607
34,57,40,0.023710482529118136,0.015273004963726614,1.552443839976884,0.4398303602432715
446,47,33,0.019550748752079867,0.012600229095074456,1.551618510219039,0.43929858627472207
1572,88,62,0.036605657237936774,0.023673157693776252,1.5462938090819687,0.4358609767933533
1302,34,24,0.014143094841930116,0.009163802978235968,1.5433652186961508,0.4339652392789176
245,17,12,0.007071547420965058,0.004581901489117984,1.5433652127666782,0.43396523543700605
1944,31,22,0.012895174708818636,0.008400152730049638,1.5351119282840997,0.4286032958297374
1159,38,27,0.015806988352745424,0.010309278350515464,1.533277865043511,0.42740783920098635
491,143,102,0.05948419301164726,0.038946162657502864,1.5273441309744387,0.4235303649417218
1791,56,40,0.02329450915141431,0.015273004963726614,1.5252079832500527,0.4221307832191838
747,28,20,0.011647254575707155,0.007636502481863307,1.5252079798112534,0.422130780964541
410,7,5,0.0029118136439267887,0.0019091256204658267,1.5252079591784589,0.42213076743668443
97,85,61,0.035357737104825294,0.023291332569683087,1.5180641531451875,0.4174359397044116
1721,39,28,0.01622296173044925,0.010691103474608629,1.5174263084475945,0.41701568161758756
840,39,28,0.01622296173044925,0.010691103474608629,1.5174263084475945,0.41701568161758756
46,32,23,0.013311148086522463,0.008781977854142803,1.515734639283975,0.415900231848734
251,43,31,0.01788685524126456,0.011836578846888126,1.5111507659032741,0.41287145720334056
2041,83,60,0.034525790349417634,0.022909507445589918,1.5070507465388032,0.4101545929584964
585,29,21,0.012063227953410981,0.008018327605956471,1.5044568513269578,0.40843193693389146
1939,106,77,0.04409317803660566,0.02940053455517373,1.4997406902206252,0.4052922199776229
1135,11,8,0.004575707154742097,0.0030546009927453228,1.4979721134813317,0.40411226908819403
675,570,416,0.23710482529118138,0.15883925162275678,1.4927344646840308,0.4006096492121333
409,26,19,0.010815307820299502,0.007254677357770141,1.4908047922538221,0.39931610316959876
876,67,49,0.027870216306156406,0.018709431080565102,1.489634619950782,0.39853086837611484
504,71,52,0.029534109816971715,0.019854906452844597,1.4874967977494906,0.3970947056618789
1325,637,467,0.26497504159733776,0.1783123329515082,1.4860163465013703,0.39609894657246003
1819,60,44,0.024958402662229616,0.016800305460099276,1.4855921919364263,0.395813475210847
1441,30,22,0.012479201331114808,0.008400152730049638,1.4855921890460493,0.39581347326524097
1126,34,25,0.014143094841930116,0.009545628102329133,1.4816306105950368,0.39314324519516264
1459,144,106,0.059900166389351084,0.040473463153875525,1.4799861853585103,0.39203275351523686
385,76,56,0.03161397670549085,0.021382206949217258,1.4785179440420837,0.3910401968901678
1570,42,31,0.01747088186356073,0.011836578846888126,1.47600772503223,0.38934095992625817
1928,662,491,0.2753743760399334,0.1874761359297442,1.4688502866105777,0.3844799768248419
711,43,32,0.01788685524126456,0.012218403970981291,1.4639273048552914,0.38112275915277244
2004,514,385,0.21381031613976706,0.14700267277586865,1.4544655009117544,0.3746384798074392
1597,52,39,0.021630615640599003,0.014891179839633447,1.4525790319025218,0.37334061921208717
1727,32,24,0.013311148086522463,0.009163802978235968,1.452579030002995,0.37334061790439466
786,24,18,0.009983361064891847,0.006872852233676976,1.4525790283567388,0.3733406167710613
804,20,15,0.008319467554076539,0.0057273768613974796,1.452579027039734,0.3733406158643948
1253,16,12,0.0066555740432612314,0.004581901489117984,1.4525790250642265,0.37334061450439476
590,16,12,0.0066555740432612314,0.004581901489117984,1.4525790250642265,0.37334061450439476
1090,12,9,0.004991680532445923,0.003436426116838488,1.452579021771714,0.3733406122377281
1863,12,9,0.004991680532445923,0.003436426116838488,1.452579021771714,0.3733406122377281
1418,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
126,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
1076,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
267,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
968,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
481,8,6,0.0033277870216306157,0.002290950744558992,1.4525790151866897,0.37334060770439514
213,4,3,0.0016638935108153079,0.001145475372279496,1.4525789954316173,0.3733405941043965
466,4,3,0.0016638935108153079,0.001145475372279496,1.4525789954316173,0.3733405941043965
1018,4,3,0.0016638935108153079,0.001145475372279496,1.4525789954316173,0.3733405941043965
359,4,3,0.0016638935108153079,0.001145475372279496,1.4525789954316173,0.3733405941043965
1643,4,3,0.0016638935108153079,0.001145475372279496,1.4525789954316173,0.3733405941043965
116,94,71,0.039101497504159734,0.027109583810614738,1.4423496034865209,0.36627345295001656
461,37,28,0.015391014975041598,0.010691103474608629,1.4396095751607214,0.3643719484653602
1416,107,81,0.044509151414309486,0.030927835051546393,1.4391292276428223,0.36403822765547683
1456,70,53,0.029118136439267885,0.020236731576937762,1.438875456971719,0.3638618758426271
749,29,22,0.012063227953410981,0.008400152730049638,1.4360724498079993,0.36191192186588156
68,29,22,0.012063227953410981,0.008400152730049638,1.4360724498079993,0.36191192186588156
392,179,136,0.07445923460898503,0.051928216876670485,1.4338877597595336,0.3603894683745981
1,1017,774,0.423044925124792,0.29553264604810997,1.4314659674274282,0.358699071209456
1097,256,195,0.1064891846921797,0.07445589919816724,1.4302316645955948,0.35783643436441503
1480,203,157,0.08444259567387687,0.05994654448262696,1.4086315793812922,0.3426187220621764
614,31,24,0.012895174708818636,0.009163802978235968,1.4071859356564171,0.3415919198321531
29,89,69,0.0370216306156406,0.026345933562428408,1.4052123257425742,0.34018841289296553
420,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
1761,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
220,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
424,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
105,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
571,9,7,0.0037437603993344427,0.002672775868652157,1.4007011972733232,0.3369729664303456
91,50,39,0.020798668885191347,0.014891179839633447,1.3967106078568625,0.33411990624372884
935,1026,801,0.42678868552412647,0.30584192439862545,1.3954551401799218,0.3332206274223109
690,215,169,0.0894342762063228,0.06452844597174494,1.3859666821495547,0.32639786162563844
1369,75,59,0.03119800332778702,0.022527682321496753,1.3848740782148423,0.32560921724955505
241,47,37,0.019550748752079867,0.014127529591447117,1.3838759697610827,0.3248882359549632
620,19,15,0.007903494176372712,0.0057273768613974796,1.3799500765607473,0.32204732210947584
1828,19,15,0.007903494176372712,0.0057273768613974796,1.3799500765607473,0.32204732210947584
783,62,49,0.025790349417637273,0.018709431080565102,1.3784678576667608,0.32097263431960005
117,559,442,0.23252911813643926,0.16876670484917908,1.3778139373311875,0.32049813976753433
1962,24,19,0.009983361064891847,0.007254677357770141,1.3761275016023133,0.319273396266575
800,59,47,0.02454242928452579,0.01794578083237877,1.3675877063808897,0.31304838955051023
1696,173,138,0.07196339434276207,0.052691867124856816,1.365740070202221,0.3116964576849572
1274,214,171,0.08901830282861897,0.06529209621993128,1.3633855848712422,0.309971006963591
32,15,12,0.006239600665557404,0.004581901489117984,1.3617928373617747,0.30880209436849015
1336,10,8,0.004159733777038269,0.0030546009927453228,1.3617928334137104,0.3088020914693235
1942,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1352,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1833,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
971,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1421,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
635,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
247,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1258,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1753,5,4,0.0020798668885191347,0.0015273004963726614,1.3617928215695183,0.3088020827718243
1245,187,150,0.07778702163061564,0.0572737686139748,1.3581613970451991,0.30613187115050594
679,61,49,0.025374376039933443,0.018709431080565102,1.3562345052099565,0.3047121135113839
503,41,33,0.017054908485856904,0.012600229095074456,1.3535395524808251,0.3027230520174924
441,47,38,0.019550748752079867,0.014509354715540282,1.3474581813341548,0.2982199890590751
606,84,68,0.03494176372712146,0.025964108438335243,1.3457717516290217,0.2969676415302546
1954,21,17,0.008735440931780365,0.006491027109583811,1.3457717476338327,0.2969676385615572
762,16,13,0.0066555740432612314,0.004963726613211149,1.3408421792334306,0.29329790850970444
878,49,40,0.02038269550748752,0.015273004963726614,1.3345569861622335,0.28859939120792644
430,44,36,0.018302828618968387,0.013745704467353952,1.331530779618064,0.28632924250340147
1651,22,18,0.009151414309484194,0.006872852233676976,1.3315307772061773,0.28632924069203763
1332,22,18,0.009151414309484194,0.006872852233676976,1.3315307772061773,0.28632924069203763
995,11,9,0.004575707154742097,0.003436426116838488,1.3315307723824046,0.28632923706931046
1056,17,14,0.007071547420965058,0.005345551737304314,1.3228844722102888,0.2798145587276048
885,154,127,0.06405990016638935,0.048491790759831996,1.3210462870211943,0.27842406430648575
975,23,19,0.00956738768718802,0.007254677357770141,1.3187888562765593,0.2767137822832865
573,556,460,0.23128119800332778,0.17563955708285606,1.3167944727994498,0.27520035348308153
1356,35,29,0.014559068219633943,0.011072928598701794,1.314834468440212,0.27371077819309025
283,225,187,0.09359400998336107,0.07140129820542192,1.3108166420589291,0.27065033387035686
1573,267,222,0.1110648918469218,0.08476517754868271,1.3102655480442775,0.2702298251012285
314,624,520,0.259567387687188,0.19854906452844598,1.3073211312928037,0.26798010552817075
170,18,15,0.0074875207986688855,0.0057273768613974796,1.3073211260817608,0.26798010154212415
1173,18,15,0.0074875207986688855,0.0057273768613974796,1.3073211260817608,0.26798010154212415
1988,12,10,0.004991680532445923,0.0038182512409316535,1.3073211233988469,0.2679800994899016
1557,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
799,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
1289,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
1947,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
1829,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
902,6,5,0.0024958402662229617,0.0019091256204658267,1.3073211153501072,0.26798009333323547
233,121,101,0.05033277870216306,0.038564337533409696,1.3051638350598282,0.2663285770018029
489,140,117,0.05823627287853577,0.044673539518900345,1.3035965691399423,0.26512703614284316
1285,49,41,0.02038269550748752,0.015654830087819777,1.3020068159759568,0.26390677877725005
1681,50,42,0.020798668885191347,0.016036655211912942,1.2969455650606214,0.26001193456967725
1586,69,58,0.02870216306156406,0.022145857197403588,1.296051120356905,0.25932204187199454
1984,120,101,0.04991680532445923,0.038564337533409696,1.2943773571055575,0.25802977420366424
640,19,16,0.007903494176372712,0.0061092019854906456,1.293703198187454,0.2575088020631545
589,64,54,0.026622296173044926,0.020618556701030927,1.2911813629804494,0.25555758455426125
562,180,152,0.07487520798668885,0.05803741886216113,1.290119537112867,0.25473487850907695
577,161,136,0.06697171381031614,0.051928216876670485,1.2896979293628386,0.2544080276684569
1401,58,49,0.024126455906821963,0.018709431080565102,1.2895344478395439,0.254281260088336
1147,52,44,0.021630615640599003,0.016800305460099276,1.287513233805206,0.252712632186584
1221,39,33,0.01622296173044925,0.012600229095074456,1.2875132332347539,0.25271263174351893
1792,13,11,0.005407653910149751,0.004200076365024819,1.2875132286711346,0.2527126281989967
1400,13,11,0.005407653910149751,0.004200076365024819,1.2875132286711346,0.2527126281989967
354,59,50,0.02454242928452579,0.019091256204658267,1.2855324444278418,0.2511729861667632
626,53,45,0.02204658901830283,0.01718213058419244,1.2831114792175158,0.24928797135026481
448,40,34,0.016638935108153077,0.012982054219167621,1.281687381602323,0.2481774766574474
1787,20,17,0.008319467554076539,0.006491027109583811,1.2816873794325017,0.24817747496450618
1637,41,35,0.017054908485856904,0.013363879343260786,1.276194435774969,0.24388255244806542
194,35,30,0.014559068219633943,0.011454753722794959,1.2710066532081552,0.23980922681844347
1107,7,6,0.0029118136439267887,0.002290950744558992,1.2710066437446033,0.2398092193727295
1448,7,6,0.0029118136439267887,0.002290950744558992,1.2710066437446033,0.2398092193727295
208,7,6,0.0029118136439267887,0.002290950744558992,1.2710066437446033,0.2398092193727295
43,57,49,0.023710482529118136,0.018709431080565102,1.2673010953827395,0.23688951744918302
718,561,486,0.2333610648918469,0.18556701030927836,1.2575568495561582,0.22917083036444777
60,15,13,0.006239600665557404,0.004963726613211149,1.2570395442904758,0.22875938837379994
36,15,13,0.006239600665557404,0.004963726613211149,1.2570395442904758,0.22875938837379994
1729,31,27,0.012895174708818636,0.010309278350515464,1.250831944322338,0.22380888538826968
1057,1356,1183,0.5640599001663894,0.4516991218022146,1.2487513765601232,0.2221441533304677
1398,8,7,0.0033277870216306157,0.002672775868652157,1.2450677350667634,0.21918993411285098
1429,8,7,0.0033277870216306157,0.002672775868652157,1.2450677350667634,0.21918993411285098
1735,8,7,0.0033277870216306157,0.002672775868652157,1.2450677350667634,0.21918993411285098
1525,8,7,0.0033277870216306157,0.002672775868652157,1.2450677350667634,0.21918993411285098
1633,8,7,0.0033277870216306157,0.002672775868652157,1.2450677350667634,0.21918993411285098
548,89,78,0.0370216306156406,0.029782359679266894,1.2430724425474624,0.2175860912385932
819,41,36,0.017054908485856904,0.013745704467353952,1.240744590594673,0.2157116756892262
1764,107,94,0.044509151414309486,0.03589156166475754,1.2401007179914272,0.2151926005050747
1810,136,120,0.056572379367720464,0.045819014891179836,1.2346921791882834,0.21082169139176674
1041,17,15,0.007071547420965058,0.0057273768613974796,1.2346921756027738,0.21082168848779623
894,112,99,0.04658901830282862,0.037800687285223365,1.2324913017597847,0.2090375695140924
744,44,39,0.018302828618968387,0.014891179839633447,1.2291053357198853,0.20628653538948044
1264,44,39,0.018302828618968387,0.014891179839633447,1.2291053357198853,0.20628653538948044
475,44,39,0.018302828618968387,0.014891179839633447,1.2291053357198853,0.20628653538948044
1206,18,16,0.0074875207986688855,0.0061092019854906456,1.2256135570391011,0.20344158149580266
1537,9,8,0.0037437603993344427,0.0030546009927453228,1.2256135533460895,0.20344157848260846
1074,9,8,0.0037437603993344427,0.0030546009927453228,1.2256135533460895,0.20344157848260846
528,9,8,0.0037437603993344427,0.0030546009927453228,1.2256135533460895,0.20344157848260846
1722,336,299,0.13976705490848584,0.11416571210385644,1.2242472131993114,0.20232613526468796
464,109,97,0.04534109816971714,0.037037037037037035,1.2242096499769968,0.20229545208387925
736,649,578,0.2699667221297837,0.22069492172584956,1.2232575176460767,0.20151739680162803
1724,203,181,0.08444259567387687,0.06911034746086292,1.2218517017225445,0.20036749636585038
1862,28,25,0.011647254575707155,0.009545628102329133,1.2201663870446184,0.19898723226933115
1157,67,60,0.027870216306156406,0.022909507445589918,1.2165349408185522,0.19600660524453883
305,135,121,0.05615640599001664,0.046200840015273005,1.2154845225737039,0.1951427813105799
961,97,87,0.040349417637271213,0.033218785796105384,1.2146566061585602,0.1944614081694184
1204,39,35,0.01622296173044925,0.013363879343260786,1.2139410490290123,0.19387213217409197
1781,39,35,0.01622296173044925,0.013363879343260786,1.2139410490290123,0.19387213217409197
1405,69,62,0.02870216306156406,0.023673157693776252,1.2124349193967672,0.19263066766464593
1180,51,46,0.021214642262895173,0.017563955708285606,1.2078510441757884,0.18884278410809155
1469,41,37,0.017054908485856904,0.014127529591447117,1.207210953248397,0.1883127016977334
1697,261,236,0.10856905158069884,0.09011072928598701,1.204840449305943,0.18634715096102414
855,22,20,0.009151414309484194,0.007636502481863307,1.1983777012291992,0.1809687264892114
844,22,20,0.009151414309484194,0.007636502481863307,1.1983777012291992,0.1809687264892114
1825,168,153,0.06988352745424292,0.058419243986254296,1.1962415578514152,0.17918460658262458
1613,58,53,0.024126455906821963,0.020236731576937762,1.1922110937665402,0.17580964505022928
674,180,165,0.07487520798668885,0.06300114547537228,1.188473755562284,0.17266992559052644
1674,12,11,0.004991680532445923,0.004200076365024819,1.1884737513740542,0.17266992206648582
1050,12,11,0.004991680532445923,0.004200076365024819,1.1884737513740542,0.17266992206648582
162,219,201,0.0910981697171381,0.07674684994272624,1.1869955544289081,0.17142537040477052
753,62,57,0.025790349417637273,0.021764032073310423,1.1849986855498398,0.16974166534583776
1998,51,47,0.021214642262895173,0.01794578083237877,1.182152085932273,0.1673365790082659
587,27,25,0.011231281198003328,0.009545628102329133,1.176589016452882,0.16261958841644572
1516,219,203,0.0910981697171381,0.07751050019091256,1.1753010169619378,0.16152429943489635
592,56,52,0.02329450915141431,0.019854906452844597,1.173236911965064,0.1597665202626543
1287,42,39,0.01747088186356073,0.014891179839633447,1.173236911674226,0.15976652001476063
